Player,Team,Minutes,year
Doug McDermott,CHI,1860.56,2016
Draymond Green,GSW,2807.9983333333334,2016
Drew Gooden,WAS,305.17833333333334,2016
Duje Dukan,SAC,24.233333333333334,2016
Dwight Howard,HOU,2279.6633333333334,2016
Dwight Powell,DAL,991.6283333333333,2016
Dwyane Wade,MIA,2257.995,2016
E'Twaun Moore,CHI,1263.1,2016
Ed Davis,POR,1684.1866666666667,2016
Edy Tavares,ATL,72.65,2016
Elfrid Payton,ORL,2144.92,2016
Elijah Millsap,UTA,172.775,2016
Elliot Williams,CHA,45.138333333333335,2016
Elton Brand,PHI,224.695,2016
Emmanuel Mudiay,DEN,2067.8866666666668,2016
Enes Freedom,OKC,1720.6783333333333,2016
Eric Bledsoe,PHX,1058.7716666666668,2016
Eric Gordon,NOP,1481.3516666666667,2016
Eric Moreland,SAC,47.583333333333336,2016
Erick Green,DEN,42.13333333333333,2016
Ersan Ilyasova,ORL,1880.3866666666668,2016
Evan Fournier,ORL,2566.088333333333,2016
Evan Turner,BOS,2270.6983333333333,2016
Festus Ezeli,GSW,770.1883333333334,2016
Frank Kaminsky,CHA,1707.5733333333333,2016
Garrett Temple,WAS,1951.195,2016
Gary Harris,DEN,2438.6366666666668,2016
Gary Neal,WAS,807.4283333333333,2016
George Hill,IND,2524.4133333333334,2016
Gerald Green,MIA,1557.2183333333332,2016
Gerald Henderson,POR,1431.0666666666666,2016
Giannis Antetokounmpo,MIL,2823.4133333333334,2016
Glenn Robinson III,IND,508.1983333333333,2016
Goran Dragic,MIA,2362.62,2016
Gordon Hayward,UTA,2892.9566666666665,2016
Gorgui Dieng,MIN,2220.068333333333,2016
Greg Monroe,MIL,2314.185,2016
Greg Smith,MIN,191.94,2016
Greivis Vasquez,MIL,459.9116666666667,2016
Harrison Barnes,GSW,2041.5766666666666,2016
Hassan Whiteside,MIA,2125.3566666666666,2016
Henry Sims,BKN,262.87166666666667,2016
Hollis Thompson,PHI,2153.85,2016
Ian Clark,GSW,578.18,2016
Ian Mahinmi,IND,1815.7633333333333,2016
Iman Shumpert,CLE,1316.33,2016
Isaiah Canaan,PHI,1965.8483333333334,2016
Isaiah Thomas,BOS,2644.403333333333,2016
Ish Smith,PHI,2238.81,2016
J.J. Barea,DAL,1666.9083333333333,2016
JJ Hickson,WAS,436.5466666666667,2016
JJ O'Brien,UTA,6.266666666666667,2016
JJ Redick,LAC,2096.8316666666665,2016
JR Smith,CLE,2361.9883333333332,2016
JaKarr Sampson,DEN,1159.7316666666666,2016
JaMychal Green,MEM,1446.12,2016
JaVale McGee,DAL,369.78333333333336,2016
Jabari Parker,MIL,2407.971666666667,2016
Jae Crowder,BOS,2308.19,2016
Jahlil Okafor,PHI,1590.565,2016
Jamal Crawford,LAC,2126.15,2016
Jameer Nelson,DEN,1035.655,2016
James Anderson,SAC,720.9833333333333,2016
James Ennis III,NOP,328.515,2016
James Harden,HOU,3124.635,2016
James Johnson,TOR,925.7316666666667,2016
James Jones,CLE,463.42,2016
James Michael McAdoo,GSW,261.525,2016
James Young,BOS,198.90166666666667,2016
Jared Cunningham,CLE,410.385,2016
Jared Dudley,WAS,2097.6716666666666,2016
Jared Sullinger,BOS,1914.62,2016
Jarell Eddie,WAS,146.76666666666668,2016
Jarell Martin,MEM,379.54,2016
Jarnell Stokes,MEM,18.583333333333332,2016
Jarrett Jack,BKN,1026.6533333333334,2016
Jason Smith,ORL,1180.8616666666667,2016
Jason Terry,HOU,1257.7016666666666,2016
Jason Thompson,TOR,471.3983333333333,2016
Jeff Ayres,LAC,106.61833333333334,2016
Jeff Green,LAC,2253.245,2016
Jeff Teague,ATL,2254.701666666667,2016
Jeff Withey,UTA,657.885,2016
Jerami Grant,PHI,2066.3333333333335,2016
Jeremy Evans,DAL,251.40833333333333,2016
Jeremy Lamb,CHA,1227.255,2016
Jeremy Lin,CHA,2047.555,2016
Jerian Grant,NYK,1264.7733333333333,2016
Jerryd Bayless,MIL,1504.8183333333334,2016
Jimmer Fredette,SAS,17.558333333333334,2016
Jimmy Butler III,CHI,2473.625,2016
Joakim Noah,CHI,635.4233333333333,2016
Jodie Meeks,DET,43.486666666666665,2016
Joe Harris,CLE,15.103333333333333,2016
Joe Ingles,UTA,1241.0966666666666,2016
Joe Johnson,MIA,2703.3,2016
Joe Young,IND,383.5133333333333,2016
Joel Anthony,DET,95.70333333333333,2016
Joffrey Lauvergne,DEN,1041.2433333333333,2016
John Henson,MIL,959.4733333333334,2016
John Jenkins,PHX,480.30333333333334,2016
John Wall,WAS,2784.015,2016
Johnny O'Bryant III,MIL,857.085,2016
Jon Leuer,PHX,1255.3183333333334,2016
Jonas Jerebko,BOS,1176.4966666666667,2016
Jonas Valančiūnas,TOR,1556.9216666666666,2016
Jonathon Simmons,SAS,812.83,2016
Jordan Adams,MEM,14.666666666666666,2016
Jordan Clarkson,LAL,2552.435,2016
Jordan Farmar,MEM,291.29333333333335,2016
Jordan Hamilton,NOP,303.675,2016
Jordan Hill,IND,1512.6666666666667,2016
Jordan McRae,CLE,195.95166666666665,2016
Jordan Mickey,BOS,57.178333333333335,2016
Jorge Gutierrez,CHA,63.3,2016
Jose Calderon,NYK,2023.8383333333334,2016
Josh Huestis,OKC,54.983333333333334,2016
Josh McRoberts,MIA,594.6933333333334,2016
Josh Richardson,MIA,1106.95,2016
Josh Smith,HOU,879.9733333333334,2016
Jrue Holiday,NOP,1830.8816666666667,2016
Julius Randle,LAL,2286.1966666666667,2016
Justin Anderson,DAL,646.8766666666667,2016
Justin Harper,BKN,35.083333333333336,2016
Justin Holiday,CHI,772.5866666666667,2016
Justise Winslow,MIA,2232.135,2016
Jusuf Nurkić,DEN,547.075,2016
KJ McDaniels,HOU,235.32333333333332,2016
Karl-Anthony Towns,MIN,2626.485,2016
Kawhi Leonard,SAS,2379.5633333333335,2016
Keith Appling,ORL,26.85,2016
Kelly Olynyk,BOS,1394.8466666666666,2016
Kelly Oubre Jr.,WAS,671.3816666666667,2016
Kemba Walker,CHA,2885.15,2016
Kendall Marshall,PHI,399.64666666666665,2016
Kendrick Perkins,NOP,542.0416666666666,2016
Kenneth Faried,DEN,1694.4516666666666,2016
Kent Bazemore,ATL,2082.7966666666666,2016
Kentavious Caldwell-Pope,DET,2788.7316666666666,2016
Kevin Durant,OKC,2577.62,2016
Kevin Garnett,MIN,555.675,2016
Kevin Love,CLE,2424.395,2016
Kevin Martin,SAS,1094.98,2016
Kevin Seraphin,NYK,526.4883333333333,2016
Kevon Looney,GSW,20.598333333333333,2016
Khris Middleton,MIL,2852.0,2016
Kirk Hinrich,ATL,630.9983333333333,2016
Klay Thompson,GSW,2666.415,2016
Kobe Bryant,LAL,1863.3233333333333,2016
Kosta Koufos,SAC,1482.4,2016
Kostas Papanikolaou,DEN,294.015,2016
Kris Humphries,ATL,834.7133333333334,2016
Kristaps Porziņģis,NYK,2046.4616666666666,2016
Kyle Anderson,SAS,1245.0616666666667,2016
Kyle Korver,ATL,2400.665,2016
Kyle Lowry,TOR,2851.155,2016
Kyle O'Quinn,NYK,764.2883333333333,2016
Kyle Singler,OKC,977.1183333333333,2016
Kyrie Irving,CLE,1667.3733333333332,2016
LaMarcus Aldridge,SAS,2260.86,2016
Lamar Patterson,ATL,394.9,2016
Lance Stephenson,MEM,1372.3066666666666,2016
Lance Thomas,NYK,1313.39,2016
Langston Galloway,NYK,2033.2983333333334,2016
Larry Nance Jr.,LAL,1265.715,2016
Lavoy Allen,IND,1598.8066666666666,2016
LeBron James,CLE,2708.5783333333334,2016
Leandro Barbosa,GSW,1079.205,2016
Lorenzo Brown,DET,60.733333333333334,2016
Lou Amundson,NYK,204.435,2016
Lou Williams,LAL,1906.7116666666666,2016
Luc Mbah a Moute,LAC,1273.835,2016
Lucas Nogueira,TOR,224.73,2016
Luis Montero,POR,42.03666666666667,2016
Luis Scola,TOR,1636.195,2016
Luke Babbitt,NOP,845.0833333333334,2016
Luol Deng,MIA,2393.9183333333335,2016
Manu Ginobili,SAS,1134.1016666666667,2016
Marc Gasol,MEM,1791.045,2016
Marcelo Huertas,LAL,868.8166666666667,2016
Marcin Gortat,WAS,2255.9166666666665,2016
Marco Belinelli,SAC,1671.6816666666666,2016
Marcus Morris Sr.,DET,2856.451666666667,2016
Marcus Smart,BOS,1666.805,2016
Marcus Thornton,WAS,1108.0783333333334,2016
Mario Chalmers,MIA,1372.7666666666667,2016
Mario Hezonja,ORL,1412.8533333333332,2016
Markel Brown,BKN,982.3516666666667,2016
Markieff Morris,WAS,1628.875,2016
Marreese Speights,GSW,832.4166666666666,2016
Marvin Williams,CHA,2338.165,2016
Mason Plumlee,POR,2083.5133333333333,2016
Matt Barnes,MEM,2190.153333333333,2016
Matt Bonner,SAS,205.91166666666666,2016
Matthew Dellavedova,CLE,1867.3333333333333,2016
Maurice Harkless,POR,1457.045,2016
Metta World Peace,LAL,589.8766666666667,2016
Meyers Leonard,POR,1332.5933333333332,2016
Michael Beasley,HOU,362.58666666666664,2016
Michael Carter-Williams,MIL,1649.3033333333333,2016
Michael Kidd-Gilchrist,CHA,204.74166666666667,2016
Mike Conley,MEM,1760.5116666666668,2016
Mike Dunleavy,CHI,702.6366666666667,2016
Mike Miller,DEN,372.96,2016
Mike Muscala,ATL,564.8916666666667,2016
Mike Scott,ATL,1146.2233333333334,2016
Miles Plumlee,MIL,869.8966666666666,2016
Mirza Teletovic,PHX,1685.4766666666667,2016
Mitch McGary,OKC,72.45,2016
Mo Williams,CLE,747.7783333333333,2016
Monta Ellis,IND,2733.9683333333332,2016
Montrezl Harrell,HOU,378.6116666666667,2016
Myles Turner,IND,1367.185,2016
Nate Robinson,NOP,23.296666666666667,2016
Nazr Mohammed,OKC,19.458333333333332,2016
Nemanja Bjelica,MIN,1074.8033333333333,2016
Nene,WAS,1093.91,2016
Nerlens Noel,PHI,1965.245,2016
Nick Collison,OKC,699.2783333333333,2016
Nick Young,LAL,1033.41,2016
Nicolas Batum,CHA,2447.56,2016
Nik Stauskas,PHI,1809.05,2016
Nikola Jokić,DEN,1732.5516666666667,2016
Nikola Mirotic,CHI,1646.11,2016
Nikola Pekovic,MIN,156.315,2016
Nikola Vučević,ORL,2036.8216666666667,2016
Noah Vonleh,POR,1173.4933333333333,2016
Norman Powell,TOR,725.2266666666667,2016
Norris Cole,NOP,1198.3133333333333,2016
O.J. Mayo,MIL,1089.6766666666667,2016
Omer Asik,NOP,1178.1733333333334,2016
Omri Casspi,SAC,1880.405,2016
Orlando Johnson,NOP,101.71,2016
Otto Porter Jr.,WAS,2275.8733333333334,2016
P.J. Tucker,PHX,2539.5983333333334,2016
PJ Hairston,MEM,1313.12,2016
Pablo Prigioni,LAC,822.6366666666667,2016
Pat Connaughton,POR,143.46666666666667,2016
Patrick Beverley,HOU,2040.6483333333333,2016
Patrick Patterson,TOR,2019.5583333333334,2016
Patty Mills,SAS,1662.06,2016
Pau Gasol,CHI,2291.358333333333,2016
Paul George,IND,2818.9333333333334,2016
Paul Millsap,ATL,2646.9166666666665,2016
Paul Pierce,LAC,1230.6133333333332,2016
Phil Pressey,POR,283.4433333333333,2016
Quincy Acy,SAC,875.8933333333333,2016
RJ Hunter,BOS,314.5683333333333,2016
Rajon Rondo,SAC,2536.6883333333335,2016
Rakeem Christmas,IND,6.1,2016
Ramon Sessions,WAS,1667.035,2016
Randy Foye,OKC,1641.505,2016
Rashad Vaughn,MIL,1000.6933333333334,2016
Rasual Butler,SAS,431.51166666666666,2016
Raul Neto,UTA,1498.6016666666667,2016
Ray McCallum,SAS,474.38166666666666,2016
Raymond Felton,DAL,2191.995,2016
Reggie Bullock Jr.,DET,428.845,2016
Reggie Jackson,DET,2424.2116666666666,2016
Richard Jefferson,CLE,1325.625,2016
Richaun Holmes,PHI,702.0016666666667,2016
Ricky Rubio,MIN,2322.62,2016
Robert Covington,PHI,1903.0533333333333,2016
Robert Sacre,LAL,320.09,2016
Robin Lopez,NYK,2218.94,2016
Rodney Hood,UTA,2541.016666666667,2016
Rodney Stuckey,IND,1275.4633333333334,2016
Rondae Hollis-Jefferson,BKN,615.4566666666667,2016
Ronnie Price,PHX,1211.1833333333334,2016
Roy Hibbert,LAL,1877.87,2016
Rudy Gay,SAC,2378.71,2016
Rudy Gobert,UTA,1932.0733333333333,2016
Russ Smith,MEM,66.185,2016
Russell Westbrook,OKC,2749.4683333333332,2016
Ryan Anderson,NOP,2008.13,2016
Ryan Hollins,MEM,459.67333333333335,2016
Ryan Kelly,LAL,469.8066666666667,2016
Salah Mejri,DAL,397.23,2016
Sam Dekker,HOU,6.148333333333333,2016
Sasha Kaun,CLE,95.395,2016
Sasha Vujacic,NYK,908.3916666666667,2016
Sean Kilpatrick,BKN,616.175,2016
Serge Ibaka,OKC,2500.2933333333335,2016
Sergey Karasev,BKN,399.42333333333335,2016
Seth Curry,SAC,691.7433333333333,2016
Shabazz Muhammad,MIN,1681.985,2016
Shabazz Napier,ORL,599.865,2016
Shane Larkin,BKN,1750.6516666666666,2016
Shaun Livingston,GSW,1519.5333333333333,2016
Shayne Whittington,IND,40.71666666666667,2016
Shelvin Mack,UTA,1057.9366666666667,2016
Solomon Hill,IND,866.1666666666666,2016
Sonny Weems,PHX,498.355,2016
Spencer Dinwiddie,CHI,159.23,2016
Spencer Hawes,CHA,1035.0033333333333,2016
Stanley Johnson,DET,1687.0716666666667,2016
Stephen Curry,GSW,2699.975,2016
Steve Blake,DET,986.4,2016
Steve Novak,MIL,44.288333333333334,2016
Steven Adams,OKC,2014.3883333333333,2016
T.J. McConnell,PHI,1605.9416666666666,2016
T.J. Warren,PHX,1070.19,2016
Taj Gibson,CHI,1935.5583333333334,2016
Tarik Black,LAL,495.59,2016
Tayshaun Prince,MIN,1461.5616666666667,2016
Terrence Jones,HOU,1044.235,2016
Terrence Ross,TOR,1747.3766666666668,2016
Terry Rozier,BOS,311.325,2016
Thabo Sefolosha,ATL,1757.665,2016
Thaddeus Young,BKN,2407.4183333333335,2016
Thanasis Antetokounmpo,NYK,6.25,2016
Thomas Robinson,BKN,916.4483333333334,2016
Tiago Splitter,ATL,579.4733333333334,2016
Tibor Pleiss,UTA,81.54,2016
Tim Duncan,SAS,1536.4266666666667,2016
Tim Frazier,NOP,741.255,2016
Tim Hardaway Jr.,ATL,864.11,2016
Timofey Mozgov,CLE,1325.5883333333334,2016
Tobias Harris,DET,2513.395,2016
Toney Douglas,NOP,1262.2883333333334,2016
Tony Allen,MEM,1619.8216666666667,2016
Tony Parker,SAS,1980.4416666666666,2016
Tony Snell,CHI,1301.0133333333333,2016
Tony Wroten,NYK,144.3,2016
Trevor Ariza,HOU,2859.1216666666664,2016
Trevor Booker,UTA,1632.0333333333333,2016
Trey Burke,UTA,1365.7916666666667,2016
Trey Lyles,UTA,1382.3933333333334,2016
Tristan Thompson,CLE,2269.266666666667,2016
Troy Daniels,CHA,476.25666666666666,2016
Ty Lawson,IND,1411.1916666666666,2016
Tyler Ennis,MIL,654.4783333333334,2016
Tyler Hansbrough,CHA,342.65833333333336,2016
Tyler Johnson,MIA,862.5566666666666,2016
Tyler Zeller,BOS,709.9383333333334,2016
Tyreke Evans,NOP,765.335,2016
Tyson Chandler,PHX,1617.9133333333334,2016
Tyus Jones,MIN,572.72,2016
Udonis Haslem,MIA,259.53833333333336,2016
Victor Oladipo,ORL,2379.33,2016
Vince Carter,MEM,1005.3533333333334,2016
Wayne Ellington,BKN,1614.9766666666667,2016
Wesley Johnson,LAC,1665.8116666666667,2016
Wesley Matthews,DAL,2644.3016666666667,2016
Will Barton,DEN,2353.3716666666664,2016
Willie Cauley-Stein,SAC,1411.545,2016
Willie Reed,BKN,425.6333333333333,2016
Xavier Munford,MEM,244.29333333333332,2016
Zach LaVine,MIN,2293.483333333333,2016
Zach Randolph,MEM,2016.405,2016
Zaza Pachulia,DAL,2004.1066666666666,2016
AJ Hammons,DAL,163.23166666666665,2017
Aaron Brooks,IND,893.7316666666667,2017
Aaron Gordon,ORL,2297.965,2017
Aaron Harrison,CHA,16.566666666666666,2017
Adreian Payne,MIN,135.27166666666668,2017
Al Horford,BOS,2193.2616666666668,2017
Al Jefferson,IND,930.635,2017
Al-Farouq Aminu,POR,1772.9183333333333,2017
Alan Anderson,LAC,308.36833333333334,2017
Alan Williams,PHX,707.7133333333334,2017
Alec Burks,UTA,653.04,2017
Alex Abrines,OKC,1055.1966666666667,2017
Alex Len,PHX,1559.5966666666666,2017
Alex Poythress,PHI,156.83333333333334,2017
Alexis Ajinca,NOP,584.335,2017
Allen Crabbe,POR,2254.108333333333,2017
Alonzo Gee,DEN,89.41666666666667,2017
Amir Johnson,BOS,1607.985,2017
Anderson Varejao,GSW,91.86166666666666,2017
Andre Drummond,DET,2409.4216666666666,2017
Andre Iguodala,GSW,1997.5416666666667,2017
Andre Roberson,OKC,2375.8366666666666,2017
Andrew Bogut,CLE,583.1833333333333,2017
Andrew Harrison,MEM,1473.8733333333332,2017
Andrew Nicholson,BKN,341.9916666666667,2017
Andrew Wiggins,MIN,3048.3683333333333,2017
Anthony Bennett,BKN,264.15,2017
Anthony Brown,ORL,159.025,2017
Anthony Davis,NOP,2707.661666666667,2017
Anthony Morrow,CHI,714.0733333333334,2017
Anthony Tolliver,SAC,1476.725,2017
Archie Goodwin,BKN,214.14,2017
Arinze Onuaku,ORL,28.333333333333332,2017
Aron Baynes,DET,1162.545,2017
Arron Afflalo,SAC,1579.815,2017
Austin Rivers,LAC,2053.6983333333333,2017
Avery Bradley,BOS,1834.49,2017
Axel Toupane,NOP,47.46333333333333,2017
Ben Bentil,DAL,9.866666666666667,2017
Ben McLemore,SAC,1176.2383333333332,2017
Beno Udrih,DET,560.18,2017
Bismack Biyombo,ORL,1793.415,2017
Blake Griffin,LAC,2076.1766666666667,2017
Boban Marjanovic,DET,293.27,2017
Bobby Brown,HOU,123.03,2017
Bobby Portis,CHI,1000.4516666666667,2017
Bojan Bogdanovic,WAS,2082.855,2017
Boris Diaw,UTA,1282.6933333333334,2017
Bradley Beal,WAS,2684.0133333333333,2017
Brandan Wright,MEM,446.875,2017
Brandon Bass,LAC,576.865,2017
Brandon Ingram,LAL,2279.2616666666668,2017
Brandon Jennings,WAS,1801.48,2017
Brandon Knight,PHX,1139.7883333333334,2017
Brandon Rush,MIN,1029.905,2017
Brian Roberts,CHA,416.27166666666665,2017
Briante Weber,CHA,204.97166666666666,2017
Brice Johnson,LAC,9.216666666666667,2017
Brook Lopez,BKN,2222.0316666666668,2017
Bruno Caboclo,TOR,40.29833333333333,2017
Bryn Forbes,SAS,284.895,2017
Buddy Hield,SAC,1888.1833333333334,2017
C.J. Watson,ORL,1012.5,2017
C.J. Wilcox,ORL,107.73,2017
CJ McCollum,POR,2795.58,2017
CJ Miles,IND,1776.3516666666667,2017
Cameron Payne,CHI,462.06,2017
Caris LeVert,BKN,1236.8666666666666,2017
Carmelo Anthony,NYK,2538.08,2017
Chandler Parsons,MEM,674.675,2017
Channing Frye,CLE,1397.8316666666667,2017
Chasson Randle,NYK,299.0416666666667,2017
Cheick Diallo,NOP,198.655,2017
Chinanu Onuaku,HOU,51.6,2017
Chris Andersen,CLE,113.79333333333334,2017
Chris McCullough,WAS,80.45333333333333,2017
Chris Paul,LAC,1920.8233333333333,2017
Christian Wood,CHA,106.98166666666667,2017
Clint Capela,HOU,1551.3016666666667,2017
Cody Zeller,CHA,1725.4716666666666,2017
Cole Aldrich,MIN,531.045,2017
Corey Brewer,LAL,1281.2166666666667,2017
Cory Joseph,TOR,2002.7233333333334,2017
Courtney Lee,NYK,2459.4133333333334,2017
Cristiano Felicio,CHI,1040.0733333333333,2017
D'Angelo Russell,LAL,1810.5783333333334,2017
D.J. Augustin,ORL,1538.255,2017
Dahntay Jones,CLE,12.0,2017
Damian Jones,GSW,85.08333333333333,2017
Damian Lillard,POR,2693.075,2017
Damjan Rudez,ORL,313.56,2017
Daniel Ochefu,WAS,74.90333333333334,2017
Danilo Gallinari,DEN,2134.0066666666667,2017
Danny Green,SAS,1806.825,2017
Dante Cunningham,NOP,1648.5783333333334,2017
Danté Exum,UTA,1227.7616666666668,2017
Danuel House Jr.,WAS,0.8266666666666667,2017
Dario Šarić,PHI,2129.0233333333335,2017
Darrell Arthur,DEN,638.54,2017
Darren Collison,SAC,2063.32,2017
Darrun Hilliard,DET,380.99666666666667,2017
David Lee,SAS,1476.9583333333333,2017
David Nwaba,LAL,397.2416666666667,2017
David West,GSW,854.08,2017
Davis Bertans,SAS,807.5583333333333,2017
DeAndre Jordan,LAC,2570.305,2017
DeAndre Liggins,DAL,776.5633333333334,2017
DeAndre' Bembry,ATL,370.74,2017
DeMar DeRozan,TOR,2620.241666666667,2017
DeMarcus Cousins,NOP,2465.3633333333332,2017
DeMarre Carroll,TOR,1881.3833333333334,2017
Dejounte Murray,SAS,321.4816666666667,2017
Delon Wright,TOR,446.44666666666666,2017
Demetrius Jackson,BOS,17.013333333333332,2017
Dennis Schröder,ATL,2484.8233333333333,2017
Denzel Valentine,CHI,976.5283333333333,2017
Deron Williams,CLE,1657.3266666666666,2017
Derrick Favors,UTA,1185.6116666666667,2017
Derrick Jones Jr.,PHX,545.4,2017
Derrick Rose,NYK,2081.825,2017
Derrick Williams,CLE,804.315,2017
Devin Booker,PHX,2730.5533333333333,2017
Devin Harris,DAL,1087.16,2017
Dewayne Dedmon,SAS,1329.6883333333333,2017
Deyonta Davis,MEM,238.05,2017
Diamond Stone,LAC,24.255,2017
Dion Waiters,MIA,1384.225,2017
Dirk Nowitzki,DAL,1424.235,2017
Domantas Sabonis,OKC,1631.4883333333332,2017
Donatas Motiejunas,NOP,478.685,2017
Dorian Finney-Smith,DAL,1641.8416666666667,2017
Doug McDermott,OKC,1507.7266666666667,2017
Dragan Bender,PHX,573.6433333333333,2017
Draymond Green,GSW,2470.8866666666668,2017
Dwight Howard,ATL,2198.72,2017
Dwight Powell,DAL,1333.4533333333334,2017
Dwyane Wade,CHI,1792.1966666666667,2017
E'Twaun Moore,NOP,1819.6833333333334,2017
Ed Davis,POR,788.995,2017
Edy Tavares,CLE,27.6,2017
Elfrid Payton,ORL,2412.1716666666666,2017
Elijah Millsap,PHX,23.133333333333333,2017
Emmanuel Mudiay,DEN,1405.5616666666667,2017
Enes Freedom,OKC,1532.835,2017
Eric Bledsoe,PHX,2176.2483333333334,2017
Eric Gordon,HOU,2323.465,2017
Ersan Ilyasova,ATL,2142.3983333333335,2017
Evan Fournier,ORL,2233.661666666667,2017
Evan Turner,POR,1658.56,2017
Frank Kaminsky,CHA,1954.015,2017
Fred VanVleet,TOR,293.81,2017
Garrett Temple,SAC,1728.3816666666667,2017
Gary Harris,DEN,1782.2883333333334,2017
Gary Neal,ATL,18.333333333333332,2017
Gary Payton II,MIL,99.23333333333333,2017
George Hill,UTA,1543.9916666666666,2017
Georges Niang,IND,92.73166666666667,2017
Georgios Papagiannis,SAC,355.01666666666665,2017
Gerald Green,BOS,537.8833333333333,2017
Gerald Henderson,PHI,1667.1233333333332,2017
Giannis Antetokounmpo,MIL,2845.036666666667,2017
Glenn Robinson III,IND,1426.7066666666667,2017
Goran Dragic,MIA,2459.4383333333335,2017
Gordon Hayward,UTA,2515.535,2017
Gorgui Dieng,MIN,2653.215,2017
Greg Monroe,MIL,1822.6933333333334,2017
Greivis Vasquez,BKN,38.56666666666667,2017
Harrison Barnes,DAL,2803.51,2017
Hassan Whiteside,MIA,2513.3766666666666,2017
Henry Ellenson,DET,146.24333333333334,2017
Hollis Thompson,NOP,752.1833333333333,2017
Ian Clark,GSW,1136.525,2017
Ian Mahinmi,WAS,554.8016666666666,2017
Iman Shumpert,CLE,1937.2416666666666,2017
Isaiah Canaan,CHI,592.1066666666667,2017
Isaiah Taylor,HOU,52.0,2017
Isaiah Thomas,BOS,2569.451666666667,2017
Isaiah Whitehead,BKN,1643.4716666666666,2017
Ish Smith,DET,1955.215,2017
Ivica Zubac,LAL,608.515,2017
J.J. Barea,DAL,770.775,2017
JJ Redick,LAC,2198.1316666666667,2017
JR Smith,CLE,1187.2216666666666,2017
JaMychal Green,MEM,2101.1033333333335,2017
JaVale McGee,GSW,739.0983333333334,2017
