player,team,year,attendance_rate
Justin Wright-Foreman,Utah Jazz,2020,0.05555555555555555
Justise Winslow,Memphis Grizzlies,2020,0.1506849315068493
Jusuf Nurkic,Portland Trail Blazers,2020,0.10810810810810811
Juwan Morgan,Utah Jazz,2020,0.2916666666666667
KZ Okpala,Miami Heat,2020,0.0684931506849315
Kadeem Allen,New York Knicks,2020,0.15151515151515152
Karl-Anthony Towns,Minnesota Timberwolves,2020,0.546875
Kawhi Leonard,Los Angeles Clippers,2020,0.7916666666666666
Keita Bates-Diop,Denver Nuggets,2020,0.6027397260273972
Kelan Martin,Minnesota Timberwolves,2020,0.484375
Keldon Johnson,San Antonio Spurs,2020,0.23943661971830985
Kelly Olynyk,Miami Heat,2020,0.9178082191780822
Kelly Oubre Jr.,Phoenix Suns,2020,0.7671232876712328
Kemba Walker,Boston Celtics,2020,0.7777777777777778
Kendrick Nunn,Miami Heat,2020,0.9178082191780822
Kenrich Williams,New Orleans Pelicans,2020,0.5416666666666666
Kent Bazemore,Sacramento Kings,2020,0.9444444444444444
Kentavious Caldwell-Pope,Los Angeles Lakers,2020,0.971830985915493
Kevin Hervey,Oklahoma City Thunder,2020,0.1388888888888889
Kevin Huerter,Atlanta Hawks,2020,0.835820895522388
Kevin Knox II,New York Knicks,2020,0.9848484848484849
Kevin Love,Cleveland Cavaliers,2020,0.8615384615384616
Kevin Porter Jr.,Cleveland Cavaliers,2020,0.7692307692307693
Kevon Looney,Golden State Warriors,2020,0.3076923076923077
Khem Birch,Orlando Magic,2020,0.6575342465753424
Khris Middleton,Milwaukee Bucks,2020,0.8493150684931506
Khyri Thomas,Detroit Pistons,2020,0.12121212121212122
Kostas Antetokounmpo,Los Angeles Lakers,2020,0.07042253521126761
Kris Dunn,Chicago Bulls,2020,0.7846153846153846
Kristaps Porziņģis,Dallas Mavericks,2020,0.76
Ky Bowman,Golden State Warriors,2020,0.6923076923076923
Kyle Alexander,Miami Heat,2020,0.0273972602739726
Kyle Anderson,Memphis Grizzlies,2020,0.9178082191780822
Kyle Guy,Sacramento Kings,2020,0.041666666666666664
Kyle Korver,Milwaukee Bucks,2020,0.7945205479452054
Kyle Kuzma,Los Angeles Lakers,2020,0.8591549295774648
Kyle Lowry,Toronto Raptors,2020,0.8055555555555556
Kyle O'Quinn,Philadelphia 76ers,2020,0.3972602739726027
Kyrie Irving,Brooklyn Nets,2020,0.2777777777777778
LaMarcus Aldridge,San Antonio Spurs,2020,0.7464788732394366
Lance Thomas,Brooklyn Nets,2020,0.09722222222222222
Landry Shamet,Los Angeles Clippers,2020,0.7361111111111112
Langston Galloway,Detroit Pistons,2020,1.0
Larry Nance Jr.,Cleveland Cavaliers,2020,0.8615384615384616
Lauri Markkanen,Chicago Bulls,2020,0.7692307692307693
LeBron James,Los Angeles Lakers,2020,0.9436619718309859
Lonnie Walker IV,San Antonio Spurs,2020,0.8591549295774648
Lonzo Ball,New Orleans Pelicans,2020,0.875
Lou Williams,Los Angeles Clippers,2020,0.9027777777777778
Louis King,Detroit Pistons,2020,0.15151515151515152
Luc Mbah a Moute,Houston Rockets,2020,0.041666666666666664
Luguentz Dort,Oklahoma City Thunder,2020,0.5
Luka Doncic,Dallas Mavericks,2020,0.8133333333333334
Luka Samanic,San Antonio Spurs,2020,0.04225352112676056
Luke Kennard,Detroit Pistons,2020,0.42424242424242425
Luke Kornet,Chicago Bulls,2020,0.5538461538461539
Malcolm Brogdon,Indiana Pacers,2020,0.7397260273972602
Malcolm Miller,Toronto Raptors,2020,0.3888888888888889
Malik Beasley,Minnesota Timberwolves,2020,0.859375
Malik Monk,Charlotte Hornets,2020,0.8461538461538461
Malik Newman,Cleveland Cavaliers,2020,0.015384615384615385
Marc Gasol,Toronto Raptors,2020,0.6111111111111112
Marco Belinelli,San Antonio Spurs,2020,0.8028169014084507
Marcus Morris Sr.,Los Angeles Clippers,2020,0.8611111111111112
Marcus Smart,Boston Celtics,2020,0.8333333333333334
Marial Shayok,Philadelphia 76ers,2020,0.0547945205479452
Mario Hezonja,Portland Trail Blazers,2020,0.7162162162162162
Markelle Fultz,Orlando Magic,2020,0.9863013698630136
Markieff Morris,Los Angeles Lakers,2020,0.8169014084507042
Marko Guduric,Memphis Grizzlies,2020,0.6027397260273972
Marques Bolden,Cleveland Cavaliers,2020,0.015384615384615385
Marquese Chriss,Golden State Warriors,2020,0.9076923076923077
Marvin Bagley III,Sacramento Kings,2020,0.18055555555555555
Marvin Williams,Milwaukee Bucks,2020,0.7945205479452054
Mason Plumlee,Denver Nuggets,2020,0.8356164383561644
Matisse Thybulle,Philadelphia 76ers,2020,0.8904109589041096
Matt Mooney,Cleveland Cavaliers,2020,0.06153846153846154
Matt Thomas,Toronto Raptors,2020,0.5694444444444444
Matthew Dellavedova,Cleveland Cavaliers,2020,0.8769230769230769
Maurice Harkless,New York Knicks,2020,0.9393939393939394
Max Strus,Chicago Bulls,2020,0.03076923076923077
Maxi Kleber,Dallas Mavericks,2020,0.9866666666666667
Melvin Frazier Jr.,Orlando Magic,2020,0.2602739726027397
Meyers Leonard,Miami Heat,2020,0.6986301369863014
Mfiondu Kabengele,Los Angeles Clippers,2020,0.16666666666666666
Michael Carter-Williams,Orlando Magic,2020,0.6164383561643836
Michael Frazier II,Houston Rockets,2020,0.18055555555555555
Michael Kidd-Gilchrist,Dallas Mavericks,2020,0.3333333333333333
Michael Porter Jr.,Denver Nuggets,2020,0.7534246575342466
Mikal Bridges,Phoenix Suns,2020,1.0
Mike Conley,Utah Jazz,2020,0.6527777777777778
Mike Muscala,Oklahoma City Thunder,2020,0.6527777777777778
Mike Scott,Philadelphia 76ers,2020,0.9315068493150684
Miles Bridges,Charlotte Hornets,2020,1.0
Mitchell Robinson,New York Knicks,2020,0.9242424242424242
Miye Oni,Utah Jazz,2020,0.1388888888888889
Mo Bamba,Orlando Magic,2020,0.8493150684931506
Montrezl Harrell,Los Angeles Clippers,2020,0.875
Monté Morris,Denver Nuggets,2020,1.0
Moritz Wagner,Washington Wizards,2020,0.625
Moses Brown,Portland Trail Blazers,2020,0.12162162162162163
Mychal Mulder,Golden State Warriors,2020,0.1076923076923077
Myles Turner,Indiana Pacers,2020,0.8493150684931506
Nassir Little,Portland Trail Blazers,2020,0.6486486486486487
Naz Mitrou-Long,Indiana Pacers,2020,0.0684931506849315
Naz Reid,Minnesota Timberwolves,2020,0.46875
Nemanja Bjelica,Sacramento Kings,2020,1.0
Nerlens Noel,Oklahoma City Thunder,2020,0.8472222222222222
Nic Claxton,Brooklyn Nets,2020,0.20833333333333334
Nickeil Alexander-Walker,New Orleans Pelicans,2020,0.6527777777777778
Nicolas Batum,Charlotte Hornets,2020,0.3384615384615385
Nicolo Melli,New Orleans Pelicans,2020,0.8333333333333334
Nigel Williams-Goss,Utah Jazz,2020,0.1388888888888889
Nikola Jokic,Denver Nuggets,2020,1.0
Nikola Vucevic,Orlando Magic,2020,0.8493150684931506
Noah Vonleh,Denver Nuggets,2020,0.4931506849315068
Norman Powell,Toronto Raptors,2020,0.7222222222222222
Norvel Pelle,Philadelphia 76ers,2020,0.3287671232876712
OG Anunoby,Toronto Raptors,2020,0.9583333333333334
Omari Spellman,Minnesota Timberwolves,2020,0.765625
Oshae Brissett,Toronto Raptors,2020,0.2638888888888889
Otto Porter Jr.,Chicago Bulls,2020,0.2153846153846154
P.J. Tucker,Houston Rockets,2020,1.0
P.J. Washington,Charlotte Hornets,2020,0.8923076923076924
PJ Dozier,Denver Nuggets,2020,0.3972602739726027
Pascal Siakam,Toronto Raptors,2020,0.8333333333333334
Pat Connaughton,Milwaukee Bucks,2020,0.9178082191780822
Patrick Beverley,Los Angeles Clippers,2020,0.7083333333333334
Patrick McCaw,Toronto Raptors,2020,0.5138888888888888
Patrick Patterson,Los Angeles Clippers,2020,0.8194444444444444
Patty Mills,San Antonio Spurs,2020,0.9295774647887324
Paul George,Los Angeles Clippers,2020,0.6666666666666666
Paul Millsap,Denver Nuggets,2020,0.6986301369863014
Paul Watson,Toronto Raptors,2020,0.1388888888888889
Quinn Cook,Los Angeles Lakers,2020,0.6197183098591549
Quinndary Weatherspoon,San Antonio Spurs,2020,0.15492957746478872
RJ Barrett,New York Knicks,2020,0.8484848484848485
Rajon Rondo,Los Angeles Lakers,2020,0.676056338028169
Raul Neto,Philadelphia 76ers,2020,0.7397260273972602
Rayjon Tucker,Utah Jazz,2020,0.2777777777777778
Reggie Bullock Jr.,New York Knicks,2020,0.4393939393939394
Reggie Jackson,Los Angeles Clippers,2020,0.4305555555555556
Richaun Holmes,Sacramento Kings,2020,0.6111111111111112
Ricky Rubio,Phoenix Suns,2020,0.8904109589041096
Robert Covington,Houston Rockets,2020,0.9722222222222222
Robert Williams III,Boston Celtics,2020,0.4027777777777778
Robin Lopez,Milwaukee Bucks,2020,0.9041095890410958
Rodions Kurucs,Brooklyn Nets,2020,0.6527777777777778
Rodney Hood,Portland Trail Blazers,2020,0.28378378378378377
Rodney McGruder,Los Angeles Clippers,2020,0.7777777777777778
Romeo Langford,Boston Celtics,2020,0.4444444444444444
Rondae Hollis-Jefferson,Toronto Raptors,2020,0.8333333333333334
Royce O'Neale,Utah Jazz,2020,0.9861111111111112
Rudy Gay,San Antonio Spurs,2020,0.9436619718309859
Rudy Gobert,Utah Jazz,2020,0.9444444444444444
Rui Hachimura,Washington Wizards,2020,0.6666666666666666
Russell Westbrook,Houston Rockets,2020,0.7916666666666666
Ryan Anderson,Houston Rockets,2020,0.027777777777777776
Ryan Arcidiacono,Chicago Bulls,2020,0.8923076923076924
Ryan Broekhoff,Philadelphia 76ers,2020,0.2328767123287671
Sekou Doumbouya,Detroit Pistons,2020,0.5757575757575758
Semi Ojeleye,Boston Celtics,2020,0.9583333333333334
Serge Ibaka,Toronto Raptors,2020,0.7638888888888888
Seth Curry,Dallas Mavericks,2020,0.8533333333333334
Shabazz Napier,Washington Wizards,2020,0.7777777777777778
Shai Gilgeous-Alexander,Oklahoma City Thunder,2020,0.9722222222222222
Shake Milton,Philadelphia 76ers,2020,0.547945205479452
Shamorie Ponds,Toronto Raptors,2020,0.05555555555555555
Shaquille Harrison,Chicago Bulls,2020,0.6615384615384615
Sindarius Thornwell,New Orleans Pelicans,2020,0.027777777777777776
Skal Labissiere,Atlanta Hawks,2020,0.4925373134328358
Solomon Hill,Miami Heat,2020,0.8082191780821918
Spencer Dinwiddie,Brooklyn Nets,2020,0.8888888888888888
Stanley Johnson,Toronto Raptors,2020,0.3472222222222222
Stanton Kidd,Utah Jazz,2020,0.05555555555555555
Stephen Curry,Golden State Warriors,2020,0.07692307692307693
Sterling Brown,Milwaukee Bucks,2020,0.7123287671232876
Steven Adams,Oklahoma City Thunder,2020,0.875
Svi Mykhailiuk,Detroit Pistons,2020,0.8484848484848485
T.J. Leaf,Indiana Pacers,2020,0.3835616438356164
T.J. McConnell,Indiana Pacers,2020,0.9726027397260274
T.J. Warren,Indiana Pacers,2020,0.9178082191780822
Tacko Fall,Boston Celtics,2020,0.09722222222222222
Taj Gibson,New York Knicks,2020,0.9393939393939394
Talen Horton-Tucker,Los Angeles Lakers,2020,0.08450704225352113
Tariq Owens,Phoenix Suns,2020,0.0410958904109589
Taurean Prince,Brooklyn Nets,2020,0.8888888888888888
Terance Mann,Los Angeles Clippers,2020,0.5694444444444444
Terence Davis,Toronto Raptors,2020,1.0
Terrance Ferguson,Oklahoma City Thunder,2020,0.7777777777777778
Terrence Ross,Orlando Magic,2020,0.9452054794520548
Terry Rozier,Charlotte Hornets,2020,0.9692307692307692
Thabo Sefolosha,Houston Rockets,2020,0.5694444444444444
Thaddeus Young,Chicago Bulls,2020,0.9846153846153847
Thanasis Antetokounmpo,Milwaukee Bucks,2020,0.273972602739726
Theo Pinson,New York Knicks,2020,0.5
Thomas Bryant,Washington Wizards,2020,0.6388888888888888
Thon Maker,Detroit Pistons,2020,0.9090909090909091
Tim Frazier,Detroit Pistons,2020,0.4090909090909091
Tim Hardaway Jr.,Dallas Mavericks,2020,0.9466666666666667
Timothe Luwawu-Cabarrot,Brooklyn Nets,2020,0.6527777777777778
Tobias Harris,Philadelphia 76ers,2020,0.9863013698630136
Tomas Satoransky,Chicago Bulls,2020,1.0
Tony Bradley,Utah Jazz,2020,0.8055555555555556
Tony Snell,Detroit Pistons,2020,0.8939393939393939
Torrey Craig,Denver Nuggets,2020,0.7945205479452054
Trae Young,Atlanta Hawks,2020,0.8955223880597015
Tremont Waters,Boston Celtics,2020,0.1527777777777778
Treveon Graham,Atlanta Hawks,2020,0.8208955223880597
Trevor Ariza,Portland Trail Blazers,2020,0.7162162162162162
Trey Burke,Dallas Mavericks,2020,0.44
Trey Lyles,San Antonio Spurs,2020,0.8873239436619719
Tristan Thompson,Cleveland Cavaliers,2020,0.8769230769230769
Troy Brown Jr.,Washington Wizards,2020,0.9583333333333334
Troy Daniels,Denver Nuggets,2020,0.6438356164383562
Ty Jerome,Phoenix Suns,2020,0.4246575342465753
Tyler Cook,Denver Nuggets,2020,0.1780821917808219
Tyler Herro,Miami Heat,2020,0.7534246575342466
Tyler Johnson,Brooklyn Nets,2020,0.5416666666666666
Tyler Zeller,San Antonio Spurs,2020,0.028169014084507043
Tyrone Wallace,Atlanta Hawks,2020,0.208955223880597
Tyson Chandler,Houston Rockets,2020,0.3611111111111111
Tyus Jones,Memphis Grizzlies,2020,0.8904109589041096
Udonis Haslem,Miami Heat,2020,0.0547945205479452
Vic Law,Orlando Magic,2020,0.1095890410958904
Victor Oladipo,Indiana Pacers,2020,0.2602739726027397
Vince Carter,Atlanta Hawks,2020,0.8955223880597015
Vincent Poirier,Boston Celtics,2020,0.3055555555555556
Vlatko Čancar,Denver Nuggets,2020,0.1917808219178082
Wayne Ellington,New York Knicks,2020,0.5454545454545454
Wendell Carter Jr.,Chicago Bulls,2020,0.6615384615384615
Wenyen Gabriel,Portland Trail Blazers,2020,0.40540540540540543
Wes Iwundu,Orlando Magic,2020,0.7123287671232876
Wesley Matthews,Milwaukee Bucks,2020,0.9178082191780822
Will Barton,Denver Nuggets,2020,0.7945205479452054
William Howard,Houston Rockets,2020,0.027777777777777776
Willie Cauley-Stein,Dallas Mavericks,2020,0.72
Willy Hernangomez,Charlotte Hornets,2020,0.47692307692307695
Wilson Chandler,Brooklyn Nets,2020,0.4861111111111111
Yogi Ferrell,Sacramento Kings,2020,0.6944444444444444
Yuta Watanabe,Memphis Grizzlies,2020,0.2465753424657534
Zach Collins,Portland Trail Blazers,2020,0.14864864864864866
Zach LaVine,Chicago Bulls,2020,0.9230769230769231
Zach Norvell Jr.,Golden State Warriors,2020,0.07692307692307693
Zhaire Smith,Philadelphia 76ers,2020,0.0958904109589041
Zion Williamson,New Orleans Pelicans,2020,0.3333333333333333
Zylan Cheatham,New Orleans Pelicans,2020,0.05555555555555555
Aaron Gordon,Denver Nuggets,2021,0.6944444444444444
Aaron Holiday,Indiana Pacers,2021,0.9166666666666666
Aaron Nesmith,Boston Celtics,2021,0.6388888888888888
Abdel Nader,Phoenix Suns,2021,0.3333333333333333
Adam Mokoka,Chicago Bulls,2021,0.19444444444444445
Al Horford,Boston Celtics,2021,0.3888888888888889
Al-Farouq Aminu,Chicago Bulls,2021,0.3194444444444444
Alec Burks,New York Knicks,2021,0.6805555555555556
Aleksej Pokusevski,Oklahoma City Thunder,2021,0.625
Alen Smailagic,Golden State Warriors,2021,0.20833333333333334
Alex Caruso,Los Angeles Lakers,2021,0.8055555555555556
Alex Len,Washington Wizards,2021,0.8888888888888888
Alfonzo McKinnie,Los Angeles Lakers,2021,0.5416666666666666
Alize Johnson,Brooklyn Nets,2021,0.25
Amida Brimah,Indiana Pacers,2021,0.06944444444444445
Amir Coffey,Los Angeles Clippers,2021,0.6111111111111112
Anderson Varejao,Cleveland Cavaliers,2021,0.06944444444444445
Andre Drummond,Los Angeles Lakers,2021,0.6388888888888888
Andre Iguodala,Miami Heat,2021,0.875
Andre Roberson,Brooklyn Nets,2021,0.06944444444444445
Andrew Wiggins,Golden State Warriors,2021,0.9861111111111112
Anfernee Simons,Portland Trail Blazers,2021,0.8888888888888888
Anthony Davis,Los Angeles Lakers,2021,0.5
Anthony Edwards,Minnesota Timberwolves,2021,1.0
Anthony Gill,Washington Wizards,2021,0.3611111111111111
Anthony Lamb,Houston Rockets,2021,0.3333333333333333
Anthony Tolliver,Philadelphia 76ers,2021,0.1527777777777778
Anzejs Pasecņiks,Washington Wizards,2021,0.013888888888888888
Armoni Brooks,Houston Rockets,2021,0.2777777777777778
Aron Baynes,Toronto Raptors,2021,0.7361111111111112
Ashton Hagans,Minnesota Timberwolves,2021,0.027777777777777776
Austin Rivers,Denver Nuggets,2021,0.5
Avery Bradley,Houston Rockets,2021,0.375
Axel Toupane,Milwaukee Bucks,2021,0.1111111111111111
Bam Adebayo,Miami Heat,2021,0.8888888888888888
Ben McLemore,Los Angeles Lakers,2021,0.7361111111111112
Ben Simmons,Philadelphia 76ers,2021,0.8055555555555556
Bismack Biyombo,Charlotte Hornets,2021,0.9166666666666666
Blake Griffin,Brooklyn Nets,2021,0.6388888888888888
Boban Marjanovic,Dallas Mavericks,2021,0.4583333333333333
Bobby Portis,Milwaukee Bucks,2021,0.9166666666666666
Bogdan Bogdanovic,Atlanta Hawks,2021,0.6111111111111112
Bojan Bogdanovic,Utah Jazz,2021,1.0
Bol Bol,Denver Nuggets,2021,0.4444444444444444
Brad Wanamaker,Charlotte Hornets,2021,0.8472222222222222
Bradley Beal,Washington Wizards,2021,0.8333333333333334
Brandon Clarke,Memphis Grizzlies,2021,0.8194444444444444
Brandon Goodwin,Atlanta Hawks,2021,0.6527777777777778
Brandon Ingram,New Orleans Pelicans,2021,0.8472222222222222
Brian Bowen II,Indiana Pacers,2021,0.08333333333333333
Brodric Thomas,Cleveland Cavaliers,2021,0.4444444444444444
Brook Lopez,Milwaukee Bucks,2021,0.9722222222222222
Bruce Brown,Brooklyn Nets,2021,0.9027777777777778
Bruno Caboclo,Houston Rockets,2021,0.08333333333333333
Bruno Fernando,Atlanta Hawks,2021,0.4583333333333333
Bryn Forbes,Milwaukee Bucks,2021,0.9722222222222222
Buddy Hield,Sacramento Kings,2021,0.9861111111111112
CJ Elleby,Portland Trail Blazers,2021,0.4166666666666667
CJ McCollum,Portland Trail Blazers,2021,0.6527777777777778
Caleb Martin,Charlotte Hornets,2021,0.7361111111111112
Cam Reddish,Atlanta Hawks,2021,0.3611111111111111
Cam Reynolds,Houston Rockets,2021,0.06944444444444445
Cameron Johnson,Phoenix Suns,2021,0.8333333333333334
Cameron Oliver,Houston Rockets,2021,0.05555555555555555
Cameron Payne,Phoenix Suns,2021,0.8333333333333334
Caris LeVert,Indiana Pacers,2021,0.6527777777777778
Carmelo Anthony,Portland Trail Blazers,2021,0.9583333333333334
Carsen Edwards,Boston Celtics,2021,0.4305555555555556
Cassius Stanley,Indiana Pacers,2021,0.3333333333333333
Cassius Winston,Washington Wizards,2021,0.3055555555555556
Cedi Osman,Cleveland Cavaliers,2021,0.8194444444444444
Chandler Hutchison,Washington Wizards,2021,0.3472222222222222
Charlie Brown Jr.,Oklahoma City Thunder,2021,0.125
Chasson Randle,Orlando Magic,2021,0.5694444444444444
Chimezie Metu,Sacramento Kings,2021,0.5
Chris Boucher,Toronto Raptors,2021,0.8333333333333334
Chris Chiozza,Brooklyn Nets,2021,0.3055555555555556
Chris Paul,Phoenix Suns,2021,0.9722222222222222
Chris Silva,Sacramento Kings,2021,0.20833333333333334
Christian Wood,Houston Rockets,2021,0.5694444444444444
Chuma Okeke,Orlando Magic,2021,0.625
Clint Capela,Atlanta Hawks,2021,0.875
Coby White,Chicago Bulls,2021,0.9583333333333334
Cody Martin,Charlotte Hornets,2021,0.7222222222222222
Cody Zeller,Charlotte Hornets,2021,0.6666666666666666
Cole Anthony,Orlando Magic,2021,0.6527777777777778
Collin Sexton,Cleveland Cavaliers,2021,0.8333333333333334
Cory Joseph,Detroit Pistons,2021,0.875
Cristiano Felicio,Chicago Bulls,2021,0.25
D'Angelo Russell,Minnesota Timberwolves,2021,0.5833333333333334
D.J. Augustin,Houston Rockets,2021,0.7916666666666666
D.J. Wilson,Houston Rockets,2021,0.4861111111111111
DaQuan Jeffries,San Antonio Spurs,2021,0.4305555555555556
Dakota Mathias,Philadelphia 76ers,2021,0.1111111111111111
Damian Jones,Sacramento Kings,2021,0.5416666666666666
Damian Lillard,Portland Trail Blazers,2021,0.9305555555555556
Damion Lee,Golden State Warriors,2021,0.7916666666666666
Damyean Dotson,Cleveland Cavaliers,2021,0.6388888888888888
Daniel Gafford,Washington Wizards,2021,0.75
Daniel Oturu,Los Angeles Clippers,2021,0.4166666666666667
Daniel Theis,Chicago Bulls,2021,0.9027777777777778
Danilo Gallinari,Atlanta Hawks,2021,0.7083333333333334
Danny Green,Philadelphia 76ers,2021,0.9583333333333334
Danté Exum,Houston Rockets,2021,0.08333333333333333
Danuel House Jr.,Houston Rockets,2021,0.5
Dario Šaric,Phoenix Suns,2021,0.6944444444444444
Darius Bazley,Oklahoma City Thunder,2021,0.7638888888888888
Darius Garland,Cleveland Cavaliers,2021,0.75
Darius Miller,Oklahoma City Thunder,2021,0.25
David Nwaba,Houston Rockets,2021,0.4166666666666667
Davis Bertans,Washington Wizards,2021,0.7916666666666666
De'Aaron Fox,Sacramento Kings,2021,0.8055555555555556
De'Andre Hunter,Atlanta Hawks,2021,0.3194444444444444
De'Anthony Melton,Memphis Grizzlies,2021,0.7222222222222222
DeAndre Jordan,Brooklyn Nets,2021,0.7916666666666666
DeAndre' Bembry,Toronto Raptors,2021,0.7083333333333334
DeMar DeRozan,San Antonio Spurs,2021,0.8472222222222222
DeMarcus Cousins,Los Angeles Clippers,2021,0.5694444444444444
Dean Wade,Cleveland Cavaliers,2021,0.875
Deandre Ayton,Phoenix Suns,2021,0.9583333333333334
Deividas Sirvydis,Detroit Pistons,2021,0.2777777777777778
Dejounte Murray,San Antonio Spurs,2021,0.9305555555555556
Delon Wright,Sacramento Kings,2021,0.875
Deni Avdija,Washington Wizards,2021,0.75
Dennis Schröder,Los Angeles Lakers,2021,0.8472222222222222
Dennis Smith Jr.,Detroit Pistons,2021,0.3194444444444444
Denzel Valentine,Chicago Bulls,2021,0.8611111111111112
Derrick Favors,Utah Jazz,2021,0.9444444444444444
Derrick Jones Jr.,Portland Trail Blazers,2021,0.8055555555555556
Derrick Rose,New York Knicks,2021,0.6944444444444444
Derrick White,San Antonio Spurs,2021,0.5
Desmond Bane,Memphis Grizzlies,2021,0.9444444444444444
Devin Booker,Phoenix Suns,2021,0.9305555555555556
Devin Cannady,Orlando Magic,2021,0.1111111111111111
Devin Vassell,San Antonio Spurs,2021,0.8611111111111112
Devon Dotson,Chicago Bulls,2021,0.1527777777777778
Devontae Cacok,Los Angeles Lakers,2021,0.2777777777777778
Devonte' Graham,Charlotte Hornets,2021,0.7638888888888888
Dewayne Dedmon,Miami Heat,2021,0.2222222222222222
Didi Louzada,New Orleans Pelicans,2021,0.041666666666666664
Dillon Brooks,Memphis Grizzlies,2021,0.9305555555555556
Domantas Sabonis,Indiana Pacers,2021,0.8611111111111112
Donovan Mitchell,Utah Jazz,2021,0.7361111111111112
Donta Hall,Orlando Magic,2021,0.18055555555555555
Donte DiVincenzo,Milwaukee Bucks,2021,0.9166666666666666
Dorian Finney-Smith,Dallas Mavericks,2021,0.8333333333333334
Doug McDermott,Indiana Pacers,2021,0.9166666666666666
Draymond Green,Golden State Warriors,2021,0.875
Drew Eubanks,San Antonio Spurs,2021,0.75
Duncan Robinson,Miami Heat,2021,1.0
Dwayne Bacon,Orlando Magic,2021,1.0
Dwight Howard,Philadelphia 76ers,2021,0.9583333333333334
Dwight Powell,Dallas Mavericks,2021,0.8055555555555556
Dylan Windler,Cleveland Cavaliers,2021,0.4305555555555556
E'Twaun Moore,Phoenix Suns,2021,0.375
Ed Davis,Minnesota Timberwolves,2021,0.3194444444444444
Edmond Sumner,Indiana Pacers,2021,0.7361111111111112
Elfrid Payton,New York Knicks,2021,0.875
Elijah Bryant,Milwaukee Bucks,2021,0.013888888888888888
Elijah Hughes,Utah Jazz,2021,0.25
Enes Freedom,Portland Trail Blazers,2021,1.0
Eric Bledsoe,New Orleans Pelicans,2021,0.9861111111111112
Eric Gordon,Houston Rockets,2021,0.375
Eric Paschall,Golden State Warriors,2021,0.5555555555555556
Ersan Ilyasova,Utah Jazz,2021,0.2361111111111111
Evan Fournier,Boston Celtics,2021,0.5833333333333334
Facundo Campazzo,Denver Nuggets,2021,0.9027777777777778
Frank Jackson,Detroit Pistons,2021,0.5555555555555556
Frank Kaminsky,Phoenix Suns,2021,0.6527777777777778
Frank Mason III,Orlando Magic,2021,0.05555555555555555
Frank Ntilikina,New York Knicks,2021,0.4583333333333333
Fred VanVleet,Toronto Raptors,2021,0.7222222222222222
Freddie Gillespie,Toronto Raptors,2021,0.2777777777777778
Furkan Korkmaz,Philadelphia 76ers,2021,0.7638888888888888
Gabe Vincent,Miami Heat,2021,0.6944444444444444
Gabriel Deck,Oklahoma City Thunder,2021,0.1388888888888889
Garrett Temple,Chicago Bulls,2021,0.7777777777777778
Garrison Mathews,Washington Wizards,2021,0.8888888888888888
Gary Clark,Philadelphia 76ers,2021,0.5416666666666666
Gary Harris,Orlando Magic,2021,0.5416666666666666
Gary Payton II,Golden State Warriors,2021,0.1388888888888889
Gary Trent Jr.,Toronto Raptors,2021,0.8055555555555556
George Hill,Philadelphia 76ers,2021,0.4166666666666667
Georges Niang,Utah Jazz,2021,1.0
Giannis Antetokounmpo,Milwaukee Bucks,2021,0.8472222222222222
Glenn Robinson III,Sacramento Kings,2021,0.3194444444444444
Goga Bitadze,Indiana Pacers,2021,0.625
Goran Dragic,Miami Heat,2021,0.6944444444444444
Gordon Hayward,Charlotte Hornets,2021,0.6111111111111112
Gorgui Dieng,San Antonio Spurs,2021,0.5277777777777778
Grant Riller,Charlotte Hornets,2021,0.09722222222222222
Grant Williams,Boston Celtics,2021,0.875
Grayson Allen,Memphis Grizzlies,2021,0.6944444444444444
Greg Whittington,Denver Nuggets,2021,0.05555555555555555
Hamidou Diallo,Detroit Pistons,2021,0.7222222222222222
Harrison Barnes,Sacramento Kings,2021,0.8055555555555556
Harry Giles III,Portland Trail Blazers,2021,0.5277777777777778
Hassan Whiteside,Sacramento Kings,2021,0.5
Henry Ellenson,Toronto Raptors,2021,0.027777777777777776
Ignas Brazdeikis,Orlando Magic,2021,0.18055555555555555
Iman Shumpert,Brooklyn Nets,2021,0.027777777777777776
Immanuel Quickley,New York Knicks,2021,0.8888888888888888
Isaac Bonga,Washington Wizards,2021,0.5555555555555556
Isaac Okoro,Cleveland Cavaliers,2021,0.9305555555555556
Isaiah Hartenstein,Cleveland Cavaliers,2021,0.6388888888888888
Isaiah Joe,Philadelphia 76ers,2021,0.5694444444444444
Isaiah Roby,Oklahoma City Thunder,2021,0.8472222222222222
Isaiah Stewart,Detroit Pistons,2021,0.9444444444444444
Isaiah Thomas,New Orleans Pelicans,2021,0.041666666666666664
Ish Smith,Washington Wizards,2021,0.6111111111111112
Ivica Zubac,Los Angeles Clippers,2021,1.0
JJ Redick,Dallas Mavericks,2021,0.6111111111111112
Ja Morant,Memphis Grizzlies,2021,0.875
JaKarr Sampson,Indiana Pacers,2021,0.4027777777777778
JaMychal Green,Denver Nuggets,2021,0.8055555555555556
JaVale McGee,Denver Nuggets,2021,0.6388888888888888
Jabari Parker,Boston Celtics,2021,0.18055555555555555
Jaden McDaniels,Minnesota Timberwolves,2021,0.875
Jae Crowder,Phoenix Suns,2021,0.8333333333333334
Jae'Sean Tate,Houston Rockets,2021,0.9722222222222222
Jahlil Okafor,Detroit Pistons,2021,0.375
