player,team,year,attendance_rate
Alex Len,Atlanta Hawks,2019,0.9390243902439024
Alex Poythress,Atlanta Hawks,2019,0.25609756097560976
Alfonzo McKinnie,Golden State Warriors,2019,0.8780487804878049
Alize Johnson,Indiana Pacers,2019,0.17073170731707318
Allen Crabbe,Brooklyn Nets,2019,0.524390243902439
Allonzo Trier,New York Knicks,2019,0.7804878048780488
Amile Jefferson,Orlando Magic,2019,0.14634146341463414
Amir Johnson,Philadelphia 76ers,2019,0.6219512195121951
Andre Drummond,Detroit Pistons,2019,0.9634146341463414
Andre Iguodala,Golden State Warriors,2019,0.8292682926829268
Andre Ingram,Los Angeles Lakers,2019,0.04878048780487805
Andrew Bogut,Golden State Warriors,2019,0.13414634146341464
Andrew Harrison,New Orleans Pelicans,2019,0.2073170731707317
Andrew Wiggins,Minnesota Timberwolves,2019,0.8902439024390244
Anfernee Simons,Portland Trail Blazers,2019,0.24390243902439024
Angel Delgado,Los Angeles Clippers,2019,0.024390243902439025
Ante Zizic,Cleveland Cavaliers,2019,0.7195121951219512
Anthony Davis,New Orleans Pelicans,2019,0.6829268292682927
Anthony Tolliver,Minnesota Timberwolves,2019,0.7926829268292683
Antonio Blakeney,Chicago Bulls,2019,0.6951219512195121
Aron Baynes,Boston Celtics,2019,0.6219512195121951
Austin Rivers,Houston Rockets,2019,0.926829268292683
Avery Bradley,Memphis Grizzlies,2019,0.7682926829268293
BJ Johnson,Sacramento Kings,2019,0.08536585365853659
Bam Adebayo,Miami Heat,2019,1.0
Ben McLemore,Sacramento Kings,2019,0.23170731707317074
Ben Simmons,Philadelphia 76ers,2019,0.9634146341463414
Billy Garrett,New York Knicks,2019,0.04878048780487805
Bismack Biyombo,Charlotte Hornets,2019,0.6585365853658537
Blake Griffin,Detroit Pistons,2019,0.9146341463414634
Boban Marjanovic,Philadelphia 76ers,2019,0.7073170731707317
Bobby Portis,Washington Wizards,2019,0.6097560975609756
Bogdan Bogdanovic,Sacramento Kings,2019,0.8536585365853658
Bojan Bogdanovic,Indiana Pacers,2019,0.9878048780487805
Bonzie Colson,Milwaukee Bucks,2019,0.0975609756097561
Brad Wanamaker,Boston Celtics,2019,0.43902439024390244
Bradley Beal,Washington Wizards,2019,1.0
Brandon Goodwin,Denver Nuggets,2019,0.1951219512195122
Brandon Ingram,Los Angeles Lakers,2019,0.6341463414634146
Brandon Knight,Cleveland Cavaliers,2019,0.47560975609756095
Brandon Sampson,Chicago Bulls,2019,0.17073170731707318
Brook Lopez,Milwaukee Bucks,2019,0.9878048780487805
Bruce Brown,Detroit Pistons,2019,0.9024390243902439
Bruno Caboclo,Memphis Grizzlies,2019,0.4146341463414634
Bryn Forbes,San Antonio Spurs,2019,1.0
Buddy Hield,Sacramento Kings,2019,1.0
C.J. Williams,Minnesota Timberwolves,2019,0.18292682926829268
CJ McCollum,Portland Trail Blazers,2019,0.8536585365853658
CJ Miles,Memphis Grizzlies,2019,0.6463414634146342
Caleb Swanigan,Sacramento Kings,2019,0.25609756097560976
Cam Reynolds,Minnesota Timberwolves,2019,0.23170731707317074
Cameron Payne,Cleveland Cavaliers,2019,0.4878048780487805
Caris LeVert,Brooklyn Nets,2019,0.4878048780487805
Carmelo Anthony,Houston Rockets,2019,0.12195121951219512
Cedi Osman,Cleveland Cavaliers,2019,0.926829268292683
Chandler Hutchison,Chicago Bulls,2019,0.5365853658536586
Chandler Parsons,Memphis Grizzlies,2019,0.3048780487804878
Channing Frye,Cleveland Cavaliers,2019,0.43902439024390244
Chasson Randle,Washington Wizards,2019,0.5975609756097561
Cheick Diallo,New Orleans Pelicans,2019,0.7804878048780488
Chimezie Metu,San Antonio Spurs,2019,0.35365853658536583
Chris Boucher,Toronto Raptors,2019,0.34146341463414637
Chris Chiozza,Houston Rockets,2019,0.08536585365853659
Chris Paul,Houston Rockets,2019,0.7073170731707317
Christian Wood,New Orleans Pelicans,2019,0.25609756097560976
Clint Capela,Houston Rockets,2019,0.8170731707317073
Cody Zeller,Charlotte Hornets,2019,0.5975609756097561
Collin Sexton,Cleveland Cavaliers,2019,1.0
Corey Brewer,Sacramento Kings,2019,0.3780487804878049
Cory Joseph,Indiana Pacers,2019,1.0
Courtney Lee,Dallas Mavericks,2019,0.4146341463414634
Cristiano Felicio,Chicago Bulls,2019,0.7317073170731707
D'Angelo Russell,Brooklyn Nets,2019,0.9878048780487805
D.J. Augustin,Orlando Magic,2019,0.9878048780487805
D.J. Wilson,Milwaukee Bucks,2019,0.5853658536585366
DJ Stephens,Memphis Grizzlies,2019,0.012195121951219513
Dairis Bertans,New Orleans Pelicans,2019,0.14634146341463414
Damian Jones,Golden State Warriors,2019,0.2926829268292683
Damian Lillard,Portland Trail Blazers,2019,0.975609756097561
Damion Lee,Golden State Warriors,2019,0.3902439024390244
Damyean Dotson,New York Knicks,2019,0.8902439024390244
Daniel Hamilton,Atlanta Hawks,2019,0.23170731707317074
Daniel Theis,Boston Celtics,2019,0.8048780487804879
Danilo Gallinari,Los Angeles Clippers,2019,0.8292682926829268
Danny Green,Toronto Raptors,2019,0.975609756097561
Dante Cunningham,San Antonio Spurs,2019,0.7804878048780488
Danté Exum,Utah Jazz,2019,0.5121951219512195
Danuel House Jr.,Houston Rockets,2019,0.47560975609756095
Dario Šaric,Minnesota Timberwolves,2019,0.9878048780487805
Darius Miller,New Orleans Pelicans,2019,0.8414634146341463
Darren Collison,Indiana Pacers,2019,0.926829268292683
Daryl Macon,Dallas Mavericks,2019,0.0975609756097561
David Nwaba,Cleveland Cavaliers,2019,0.6219512195121951
Davis Bertans,San Antonio Spurs,2019,0.926829268292683
Davon Reed,Indiana Pacers,2019,0.12195121951219512
De'Aaron Fox,Sacramento Kings,2019,0.9878048780487805
De'Anthony Melton,Phoenix Suns,2019,0.6097560975609756
DeAndre Jordan,New York Knicks,2019,0.8414634146341463
DeAndre' Bembry,Atlanta Hawks,2019,1.0
DeMar DeRozan,San Antonio Spurs,2019,0.9390243902439024
DeMarcus Cousins,Golden State Warriors,2019,0.36585365853658536
DeMarre Carroll,Brooklyn Nets,2019,0.8170731707317073
DeVaughn Akoon-Purcell,Denver Nuggets,2019,0.08536585365853659
Deandre Ayton,Phoenix Suns,2019,0.8658536585365854
Delon Wright,Memphis Grizzlies,2019,0.9146341463414634
Demetrius Jackson,Philadelphia 76ers,2019,0.07317073170731707
Deng Adel,Cleveland Cavaliers,2019,0.23170731707317074
Dennis Schröder,Oklahoma City Thunder,2019,0.9634146341463414
Dennis Smith Jr.,New York Knicks,2019,0.6463414634146342
Deonte Burton,Oklahoma City Thunder,2019,0.3902439024390244
Derrick Favors,Utah Jazz,2019,0.926829268292683
Derrick Jones Jr.,Miami Heat,2019,0.7317073170731707
Derrick Rose,Minnesota Timberwolves,2019,0.6219512195121951
Derrick White,San Antonio Spurs,2019,0.8170731707317073
Devin Booker,Phoenix Suns,2019,0.7804878048780488
Devin Harris,Dallas Mavericks,2019,0.8292682926829268
Devin Robinson,Washington Wizards,2019,0.08536585365853659
Devonte' Graham,Charlotte Hornets,2019,0.5609756097560976
Dewayne Dedmon,Atlanta Hawks,2019,0.7804878048780488
Deyonta Davis,Atlanta Hawks,2019,0.10975609756097561
Dillon Brooks,Memphis Grizzlies,2019,0.21951219512195122
Dion Waiters,Miami Heat,2019,0.5365853658536586
Dirk Nowitzki,Dallas Mavericks,2019,0.6219512195121951
Domantas Sabonis,Indiana Pacers,2019,0.9024390243902439
Donatas Motiejunas,San Antonio Spurs,2019,0.036585365853658534
Donovan Mitchell,Utah Jazz,2019,0.9390243902439024
Donte DiVincenzo,Milwaukee Bucks,2019,0.32926829268292684
Donte Grantham,Oklahoma City Thunder,2019,0.036585365853658534
Dorian Finney-Smith,Dallas Mavericks,2019,0.9878048780487805
Doug McDermott,Indiana Pacers,2019,0.9390243902439024
Dragan Bender,Phoenix Suns,2019,0.5609756097560976
Draymond Green,Golden State Warriors,2019,0.8048780487804879
Drew Eubanks,San Antonio Spurs,2019,0.2804878048780488
Duncan Robinson,Miami Heat,2019,0.18292682926829268
Dusty Hannahs,Memphis Grizzlies,2019,0.024390243902439025
Dwayne Bacon,Charlotte Hornets,2019,0.524390243902439
Dwight Howard,Washington Wizards,2019,0.10975609756097561
Dwight Powell,Dallas Mavericks,2019,0.9390243902439024
Dwyane Wade,Miami Heat,2019,0.8780487804878049
Dzanan Musa,Brooklyn Nets,2019,0.10975609756097561
E'Twaun Moore,New Orleans Pelicans,2019,0.6463414634146342
Ed Davis,Brooklyn Nets,2019,0.9878048780487805
Edmond Sumner,Indiana Pacers,2019,0.2804878048780488
Ekpe Udoh,Utah Jazz,2019,0.6219512195121951
Elfrid Payton,New Orleans Pelicans,2019,0.5121951219512195
Elie Okobo,Phoenix Suns,2019,0.6463414634146342
Emanuel Terry,Miami Heat,2019,0.036585365853658534
Emmanuel Mudiay,New York Knicks,2019,0.7195121951219512
Enes Freedom,Portland Trail Blazers,2019,0.8170731707317073
Eric Bledsoe,Milwaukee Bucks,2019,0.9512195121951219
Eric Gordon,Houston Rockets,2019,0.8292682926829268
Eric Moreland,Toronto Raptors,2019,0.06097560975609756
Ersan Ilyasova,Milwaukee Bucks,2019,0.8170731707317073
Evan Fournier,Orlando Magic,2019,0.9878048780487805
Evan Turner,Portland Trail Blazers,2019,0.8902439024390244
Frank Jackson,New Orleans Pelicans,2019,0.7439024390243902
Frank Kaminsky,Charlotte Hornets,2019,0.573170731707317
Frank Mason III,Sacramento Kings,2019,0.4634146341463415
Frank Ntilikina,New York Knicks,2019,0.524390243902439
Fred VanVleet,Toronto Raptors,2019,0.7804878048780488
Furkan Korkmaz,Philadelphia 76ers,2019,0.5853658536585366
Garrett Temple,Los Angeles Clippers,2019,0.9146341463414634
Gary Clark,Houston Rockets,2019,0.6219512195121951
Gary Harris,Denver Nuggets,2019,0.6951219512195121
Gary Payton II,Washington Wizards,2019,0.036585365853658534
Gary Trent Jr.,Portland Trail Blazers,2019,0.18292682926829268
George Hill,Milwaukee Bucks,2019,0.7317073170731707
George King,Phoenix Suns,2019,0.012195121951219513
Georges Niang,Utah Jazz,2019,0.7195121951219512
Gerald Green,Houston Rockets,2019,0.8902439024390244
Giannis Antetokounmpo,Milwaukee Bucks,2019,0.8780487804878049
Glenn Robinson III,Detroit Pistons,2019,0.573170731707317
Goran Dragic,Miami Heat,2019,0.43902439024390244
Gordon Hayward,Boston Celtics,2019,0.8780487804878049
Gorgui Dieng,Minnesota Timberwolves,2019,0.926829268292683
Grayson Allen,Utah Jazz,2019,0.4634146341463415
Greg Monroe,Philadelphia 76ers,2019,0.524390243902439
Guerschon Yabusele,Boston Celtics,2019,0.5
Hamidou Diallo,Oklahoma City Thunder,2019,0.6219512195121951
Harrison Barnes,Sacramento Kings,2019,0.9390243902439024
Harry Giles III,Sacramento Kings,2019,0.7073170731707317
Hassan Whiteside,Miami Heat,2019,0.8780487804878049
Haywood Highsmith,Philadelphia 76ers,2019,0.06097560975609756
Henry Ellenson,New York Knicks,2019,0.23170731707317074
Ian Clark,New Orleans Pelicans,2019,0.7317073170731707
Ian Mahinmi,Washington Wizards,2019,0.4146341463414634
Ike Anigbogu,Indiana Pacers,2019,0.036585365853658534
Iman Shumpert,Houston Rockets,2019,0.7560975609756098
Isaac Bonga,Los Angeles Lakers,2019,0.2682926829268293
Isaac Humphries,Atlanta Hawks,2019,0.06097560975609756
Isaiah Briscoe,Orlando Magic,2019,0.47560975609756095
Isaiah Canaan,Milwaukee Bucks,2019,0.36585365853658536
Isaiah Hartenstein,Houston Rockets,2019,0.34146341463414637
Isaiah Hicks,New York Knicks,2019,0.036585365853658534
Isaiah Thomas,Denver Nuggets,2019,0.14634146341463414
Ish Smith,Detroit Pistons,2019,0.6829268292682927
Ivan Rabb,Memphis Grizzlies,2019,0.5975609756097561
Ivica Zubac,Los Angeles Clippers,2019,0.7195121951219512
J.J. Barea,Dallas Mavericks,2019,0.4634146341463415
J.P. Macura,Charlotte Hornets,2019,0.024390243902439025
JJ Redick,Philadelphia 76ers,2019,0.926829268292683
JR Smith,Cleveland Cavaliers,2019,0.13414634146341464
JaKarr Sampson,Chicago Bulls,2019,0.04878048780487805
JaMychal Green,Los Angeles Clippers,2019,0.7926829268292683
JaVale McGee,Los Angeles Lakers,2019,0.9146341463414634
Jabari Parker,Washington Wizards,2019,0.7804878048780488
Jacob Evans,Golden State Warriors,2019,0.36585365853658536
Jae Crowder,Utah Jazz,2019,0.975609756097561
Jahlil Okafor,New Orleans Pelicans,2019,0.7195121951219512
Jake Layman,Portland Trail Blazers,2019,0.8658536585365854
Jakob Poeltl,San Antonio Spurs,2019,0.9390243902439024
Jalen Brunson,Dallas Mavericks,2019,0.8902439024390244
Jalen Jones,Cleveland Cavaliers,2019,0.1951219512195122
Jamal Crawford,Phoenix Suns,2019,0.7804878048780488
Jamal Murray,Denver Nuggets,2019,0.9146341463414634
James Ennis III,Philadelphia 76ers,2019,0.7073170731707317
James Harden,Houston Rockets,2019,0.9512195121951219
James Johnson,Miami Heat,2019,0.6707317073170732
James Nunnally,Houston Rockets,2019,0.18292682926829268
Jared Dudley,Brooklyn Nets,2019,0.7195121951219512
Jared Terrell,Minnesota Timberwolves,2019,0.17073170731707318
Jarell Martin,Orlando Magic,2019,0.5121951219512195
Jaren Jackson Jr.,Memphis Grizzlies,2019,0.7073170731707317
Jaron Blossomgame,Cleveland Cavaliers,2019,0.32926829268292684
Jarred Vanderbilt,Denver Nuggets,2019,0.2073170731707317
Jarrett Allen,Brooklyn Nets,2019,0.975609756097561
Jason Smith,New Orleans Pelicans,2019,0.24390243902439024
Jawun Evans,Oklahoma City Thunder,2019,0.0975609756097561
Jaylen Adams,Atlanta Hawks,2019,0.4146341463414634
Jaylen Brown,Boston Celtics,2019,0.9024390243902439
Jaylen Morris,Milwaukee Bucks,2019,0.04878048780487805
Jayson Tatum,Boston Celtics,2019,0.9634146341463414
Jeff Green,Washington Wizards,2019,0.9390243902439024
Jeff Teague,Minnesota Timberwolves,2019,0.5121951219512195
Jemerrio Jones,Los Angeles Lakers,2019,0.07317073170731707
Jerami Grant,Oklahoma City Thunder,2019,0.975609756097561
Jeremy Lamb,Charlotte Hornets,2019,0.9634146341463414
Jeremy Lin,Toronto Raptors,2019,0.9024390243902439
Jerian Grant,Orlando Magic,2019,0.7317073170731707
Jerome Robinson,Los Angeles Clippers,2019,0.4024390243902439
Jerryd Bayless,Minnesota Timberwolves,2019,0.4146341463414634
Jevon Carter,Memphis Grizzlies,2019,0.47560975609756095
Jimmer Fredette,Phoenix Suns,2019,0.07317073170731707
Jimmy Butler III,Philadelphia 76ers,2019,0.7926829268292683
Joakim Noah,Memphis Grizzlies,2019,0.5121951219512195
Jodie Meeks,Toronto Raptors,2019,0.0975609756097561
Joe Chealey,Charlotte Hornets,2019,0.012195121951219513
Joe Harris,Brooklyn Nets,2019,0.926829268292683
Joe Ingles,Utah Jazz,2019,1.0
Joel Embiid,Philadelphia 76ers,2019,0.7804878048780488
John Collins,Atlanta Hawks,2019,0.7439024390243902
John Henson,Cleveland Cavaliers,2019,0.17073170731707318
John Holland,Cleveland Cavaliers,2019,0.012195121951219513
John Jenkins,New York Knicks,2019,0.3170731707317073
John Wall,Washington Wizards,2019,0.3902439024390244
Johnathan Motley,Los Angeles Clippers,2019,0.2682926829268293
Johnathan Williams,Los Angeles Lakers,2019,0.2926829268292683
Jon Leuer,Detroit Pistons,2019,0.5
Jonah Bolden,Philadelphia 76ers,2019,0.5365853658536586
Jonas Jerebko,Golden State Warriors,2019,0.8902439024390244
Jonas Valanciūnas,Memphis Grizzlies,2019,0.5975609756097561
Jonathan Isaac,Orlando Magic,2019,0.9146341463414634
Jonathon Simmons,Philadelphia 76ers,2019,0.6829268292682927
Jordan Bell,Golden State Warriors,2019,0.8292682926829268
Jordan Clarkson,Cleveland Cavaliers,2019,0.9878048780487805
Jordan Loyd,Toronto Raptors,2019,0.14634146341463414
Jordan McRae,Washington Wizards,2019,0.32926829268292684
Jordan Sibert,Atlanta Hawks,2019,0.012195121951219513
Jose Calderon,Detroit Pistons,2019,0.5975609756097561
Josh Hart,Los Angeles Lakers,2019,0.8170731707317073
Josh Jackson,Phoenix Suns,2019,0.9634146341463414
Josh Okogie,Minnesota Timberwolves,2019,0.9024390243902439
Josh Richardson,Miami Heat,2019,0.8902439024390244
Jrue Holiday,New Orleans Pelicans,2019,0.8170731707317073
Juancho Hernangomez,Denver Nuggets,2019,0.8536585365853658
Julian Washburn,Memphis Grizzlies,2019,0.21951219512195122
Julius Randle,New Orleans Pelicans,2019,0.8902439024390244
Justin Anderson,Atlanta Hawks,2019,0.5853658536585366
Justin Holiday,Memphis Grizzlies,2019,1.0
Justin Jackson,Dallas Mavericks,2019,0.9878048780487805
Justin Patton,Philadelphia 76ers,2019,0.036585365853658534
Justise Winslow,Miami Heat,2019,0.8048780487804879
Jusuf Nurkic,Portland Trail Blazers,2019,0.8780487804878049
Kadeem Allen,New York Knicks,2019,0.23170731707317074
Kalin Lucas,Detroit Pistons,2019,0.012195121951219513
Karl-Anthony Towns,Minnesota Timberwolves,2019,0.9390243902439024
Kawhi Leonard,Toronto Raptors,2019,0.7317073170731707
Keita Bates-Diop,Minnesota Timberwolves,2019,0.36585365853658536
Kelly Olynyk,Miami Heat,2019,0.9634146341463414
Kelly Oubre Jr.,Phoenix Suns,2019,0.8414634146341463
Kemba Walker,Charlotte Hornets,2019,1.0
Kenneth Faried,Houston Rockets,2019,0.45121951219512196
Kenrich Williams,New Orleans Pelicans,2019,0.5609756097560976
Kent Bazemore,Atlanta Hawks,2019,0.8170731707317073
Kentavious Caldwell-Pope,Los Angeles Lakers,2019,1.0
Kevin Durant,Golden State Warriors,2019,0.9512195121951219
Kevin Huerter,Atlanta Hawks,2019,0.9146341463414634
Kevin Knox II,New York Knicks,2019,0.9146341463414634
Kevin Love,Cleveland Cavaliers,2019,0.2682926829268293
Kevon Looney,Golden State Warriors,2019,0.975609756097561
Khem Birch,Orlando Magic,2019,0.6097560975609756
Khris Middleton,Milwaukee Bucks,2019,0.9390243902439024
Khyri Thomas,Detroit Pistons,2019,0.3170731707317073
Klay Thompson,Golden State Warriors,2019,0.9512195121951219
Kobi Simmons,Cleveland Cavaliers,2019,0.012195121951219513
Kosta Koufos,Sacramento Kings,2019,0.5121951219512195
Kostas Antetokounmpo,Dallas Mavericks,2019,0.024390243902439025
Kris Dunn,Chicago Bulls,2019,0.5609756097560976
Kyle Anderson,Memphis Grizzlies,2019,0.524390243902439
Kyle Korver,Utah Jazz,2019,0.8536585365853658
Kyle Kuzma,Los Angeles Lakers,2019,0.8536585365853658
Kyle Lowry,Toronto Raptors,2019,0.7926829268292683
Kyle O'Quinn,Indiana Pacers,2019,0.5487804878048781
Kyrie Irving,Boston Celtics,2019,0.8170731707317073
LaMarcus Aldridge,San Antonio Spurs,2019,0.9878048780487805
Lance Stephenson,Los Angeles Lakers,2019,0.8292682926829268
Lance Thomas,New York Knicks,2019,0.5609756097560976
Landry Shamet,Los Angeles Clippers,2019,0.9634146341463414
Langston Galloway,Detroit Pistons,2019,0.975609756097561
Larry Nance Jr.,Cleveland Cavaliers,2019,0.8170731707317073
Lauri Markkanen,Chicago Bulls,2019,0.6341463414634146
LeBron James,Los Angeles Lakers,2019,0.6707317073170732
Lonnie Walker IV,San Antonio Spurs,2019,0.2073170731707317
Lonzo Ball,Los Angeles Lakers,2019,0.573170731707317
Lorenzo Brown,Toronto Raptors,2019,0.3170731707317073
Lou Williams,Los Angeles Clippers,2019,0.9146341463414634
Luc Mbah a Moute,Los Angeles Clippers,2019,0.04878048780487805
Luka Doncic,Dallas Mavericks,2019,0.8780487804878049
Luke Kennard,Detroit Pistons,2019,0.7682926829268293
Luke Kornet,New York Knicks,2019,0.5609756097560976
Luol Deng,Minnesota Timberwolves,2019,0.2682926829268293
Malachi Richardson,Toronto Raptors,2019,0.2682926829268293
Malcolm Brogdon,Milwaukee Bucks,2019,0.7804878048780488
Malcolm Miller,Toronto Raptors,2019,0.12195121951219512
Malik Beasley,Denver Nuggets,2019,0.9878048780487805
Malik Monk,Charlotte Hornets,2019,0.8902439024390244
MarShon Brooks,Memphis Grizzlies,2019,0.35365853658536583
Marc Gasol,Toronto Raptors,2019,0.9634146341463414
Marcin Gortat,Los Angeles Clippers,2019,0.573170731707317
Marco Belinelli,San Antonio Spurs,2019,0.9634146341463414
Marcus Derrickson,Golden State Warriors,2019,0.13414634146341464
Marcus Morris Sr.,Boston Celtics,2019,0.9146341463414634
Marcus Smart,Boston Celtics,2019,0.975609756097561
