Player,Team,Offense,Defense,Total,Offense_value,Offense_percentile,Defense(*)_value,Defense(*)_percentile,Total_value,Total_percentile,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,PLUS_MINUS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,REB_PCT,PIE,ATTENDANCE_RATE,MPG
Jaren Jackson Jr.,MEM,-1.7 (14),-1.1 (91),-0.6 (52),-1.7,14,-1.1,91,-0.6,52,1628991.0,Jaren Jackson Jr.,MEM,25.0,74.0,2206.951666666667,592.0,1213.0,0.488,146.0,389.0,0.375,311.0,398.0,0.781,417.0,148.0,92.0,113.0,153.0,1641.0,331.0,0.274,0.591,0.548,115.2,108.8,6.4,0.102,0.087,0.124,90.24,29.8
Cedric Coward,MEM,-1.7 (12),-1.1 (89),-0.6 (52),-1.7,12,-1.1,89,-0.6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vučević,CHI,0.1 (72),0.7 (21),-0.6 (52),0.1,72,0.7,21,-0.6,52,202696.0,Nikola Vučević,CHI,34.0,73.0,2278.25,550.0,1038.0,0.53,129.0,321.0,0.402,120.0,149.0,0.805,735.0,256.0,61.0,52.0,119.0,1349.0,-98.0,0.221,0.611,0.592,113.6,116.0,-2.4,0.165,0.154,0.136,89.02,31.2
Trendon Watford,PHI,-0.6 (47),-0.0 (55),-0.6 (52),-0.6,47,-0.0,55,-0.6,52,1630570.0,Trendon Watford,BKN,24.0,44.0,912.6766666666666,164.0,350.0,0.469,29.0,88.0,0.33,93.0,122.0,0.762,160.0,115.0,27.0,12.0,83.0,450.0,-65.0,0.226,0.557,0.51,105.1,109.4,-4.4,0.211,0.084,0.101,53.66,20.7
Jock Landale,MEM,0.6 (83),1.2 (8),-0.6 (51),0.6,83,1.2,8,-0.6,51,1629111.0,Jock Landale,HOU,29.0,42.0,500.0233333333333,81.0,152.0,0.533,11.0,26.0,0.423,27.0,40.0,0.675,137.0,37.0,13.0,10.0,21.0,200.0,-25.0,0.148,0.59,0.569,110.5,112.6,-2.1,0.102,0.125,0.097,51.22,11.9
Ron Harper Jr.,BOS,-0.5 (50),0.1 (48),-0.6 (51),-0.5,50,0.1,48,-0.6,51,1631199.0,Ron Harper Jr.,DET,25.0,1.0,17.0,1.0,8.0,0.125,0.0,6.0,0.0,2.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,4.0,-1.0,0.205,0.225,0.125,120.6,116.7,3.9,0.143,0.189,0.071,1.22,17.0
D.J. Carton,TOR,-0.5 (50),0.1 (47),-0.6 (51),-0.5,50,0.1,47,-0.6,51,1630618.0,D.J. Carton,TOR,24.0,4.0,33.38666666666666,1.0,7.0,0.143,0.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,0.0,4.0,3.0,12.0,0.122,0.202,0.143,109.0,96.1,12.9,0.1,0.055,0.007,4.88,8.3
Johnny Furphy,IND,-0.5 (50),0.1 (47),-0.6 (51),-0.5,50,0.1,47,-0.6,51,1642277.0,Johnny Furphy,IND,20.0,50.0,379.49666666666667,35.0,92.0,0.38,15.0,50.0,0.3,18.0,22.0,0.818,71.0,19.0,18.0,11.0,12.0,103.0,22.0,0.118,0.506,0.462,106.1,105.4,0.6,0.063,0.093,0.059,60.98,7.6
Tristen Newton,MIN,-0.5 (49),0.1 (47),-0.6 (51),-0.5,49,0.1,47,-0.6,51,1641803.0,Tristen Newton,MIN,24.0,8.0,16.145,1.0,8.0,0.125,0.0,3.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,-5.0,0.185,0.178,0.125,83.3,97.6,-14.2,0.182,0.087,-0.068,9.76,2.0
Anton Watson,NYK,-0.3 (58),0.3 (35),-0.6 (51),-0.3,58,0.3,35,-0.6,51,1641817.0,Anton Watson,NYK,24.0,9.0,22.166666666666668,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,8.0,-9.0,0.193,0.444,0.444,103.9,119.2,-15.3,0.125,0.081,0.033,10.98,2.5
Kobe Sanders,LAC,-0.3 (57),0.3 (34),-0.6 (50),-0.3,57,0.3,34,-0.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasparas Jakučionis,MIA,0.1 (71),0.7 (18),-0.6 (50),0.1,71,0.7,18,-0.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Watson,DEN,-0.4 (56),0.2 (44),-0.6 (50),-0.4,56,0.2,44,-0.6,50,1631212.0,Peyton Watson,DEN,22.0,68.0,1655.7283333333332,204.0,428.0,0.477,48.0,136.0,0.353,95.0,137.0,0.693,233.0,94.0,48.0,93.0,56.0,551.0,-26.0,0.138,0.564,0.533,113.9,113.9,0.0,0.073,0.069,0.066,82.93,24.3
Devin Vassell,SAS,0.2 (75),0.8 (16),-0.6 (50),0.2,75,0.8,16,-0.6,50,1630170.0,Devin Vassell,SAS,24.0,64.0,1983.185,394.0,889.0,0.443,158.0,429.0,0.368,95.0,120.0,0.792,255.0,183.0,84.0,33.0,88.0,1041.0,-262.0,0.217,0.553,0.532,111.9,118.1,-6.2,0.139,0.062,0.092,78.05,31.0
Dru Smith,MIA,-2.5 (3),-1.9 (97),-0.6 (50),-2.5,3,-1.9,97,-0.6,50,1630696.0,Dru Smith,MIA,27.0,14.0,268.205,31.0,61.0,0.508,16.0,30.0,0.533,9.0,12.0,0.75,36.0,23.0,21.0,6.0,17.0,87.0,38.0,0.131,0.656,0.639,107.3,100.5,6.8,0.128,0.064,0.082,17.07,19.2
Isaiah Jackson,IND,-0.4 (55),0.2 (43),-0.6 (50),-0.4,55,0.2,43,-0.6,50,1630543.0,Isaiah Jackson,IND,23.0,5.0,83.88,14.0,23.0,0.609,0.0,0.0,0.0,7.0,14.0,0.5,28.0,5.0,3.0,8.0,5.0,35.0,10.0,0.164,0.6,0.609,112.5,107.1,5.4,0.079,0.149,0.095,6.1,16.8
Isaiah Livers,PHX,-0.2 (64),0.4 (32),-0.6 (50),-0.2,64,0.4,32,-0.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Christopher,MIA,-0.4 (54),0.2 (41),-0.6 (49),-0.4,54,0.2,41,-0.6,49,1630528.0,Josh Christopher,MIA,23.0,14.0,69.35,11.0,31.0,0.355,2.0,11.0,0.182,4.0,6.0,0.667,9.0,8.0,5.0,3.0,6.0,28.0,-5.0,0.235,0.416,0.387,105.7,108.2,-2.5,0.145,0.063,0.063,17.07,5.0
Jesse Edwards,MIN,-0.4 (53),0.2 (41),-0.6 (49),-0.4,53,0.2,41,-0.6,49,1642399.0,Jesse Edwards,MIN,25.0,2.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,72.7,150.0,-77.3,0.25,0.0,-0.043,2.44,2.3
Adou Thiero,LAL,-0.2 (62),0.4 (30),-0.6 (49),-0.2,62,0.4,30,-0.6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Penda,ORL,-0.4 (53),0.2 (40),-0.6 (49),-0.4,53,0.2,40,-0.6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Thompson,IND,-0.4 (53),0.2 (39),-0.6 (49),-0.4,53,0.2,39,-0.6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delon Wright,NYK,-1.7 (15),-1.0 (89),-0.7 (49),-1.7,15,-1.0,89,-0.7,49,1626153.0,Delon Wright,NYK,33.0,40.0,634.4966666666667,45.0,131.0,0.344,20.0,73.0,0.274,15.0,25.0,0.6,66.0,77.0,35.0,12.0,22.0,125.0,1.0,0.111,0.44,0.42,106.1,106.3,-0.2,0.162,0.051,0.061,48.78,15.9
Ben Simmons,LAC,-0.6 (48),0.1 (50),-0.7 (48),-0.6,48,0.1,50,-0.7,48,1627732.0,Ben Simmons,LAC,28.0,51.0,1119.6933333333334,116.0,223.0,0.52,0.0,0.0,0.0,24.0,33.0,0.727,241.0,285.0,38.0,23.0,102.0,256.0,-56.0,0.133,0.539,0.52,111.7,113.5,-1.8,0.358,0.113,0.103,62.2,22.0
John Konchar,MEM,-1.9 (10),-1.2 (93),-0.7 (48),-1.9,10,-1.2,93,-0.7,48,1629723.0,John Konchar,MEM,29.0,46.0,558.2233333333334,41.0,91.0,0.451,23.0,62.0,0.371,7.0,8.0,0.875,151.0,42.0,30.0,14.0,16.0,112.0,58.0,0.077,0.592,0.577,113.2,107.8,5.4,0.095,0.123,0.094,56.1,12.1
Simone Fontecchio,MIA,-1.0 (34),-0.3 (70),-0.7 (48),-1.0,34,-0.3,70,-0.7,48,1631323.0,Simone Fontecchio,DET,29.0,75.0,1236.6816666666666,150.0,373.0,0.402,76.0,227.0,0.335,70.0,84.0,0.833,215.0,65.0,31.0,12.0,54.0,446.0,16.0,0.152,0.544,0.504,110.7,109.5,1.2,0.071,0.083,0.068,91.46,16.5
KJ Martin,UTA,-0.3 (60),0.4 (33),-0.7 (48),-0.3,60,0.4,33,-0.7,48,1630231.0,KJ Martin,UTA,24.0,43.0,911.4983333333333,111.0,201.0,0.552,15.0,58.0,0.259,37.0,47.0,0.787,125.0,48.0,17.0,22.0,24.0,274.0,-142.0,0.112,0.618,0.59,109.3,117.4,-8.1,0.074,0.067,0.061,52.44,21.2
Chris Livingston,CLE,-1.0 (32),-0.3 (68),-0.7 (48),-1.0,32,-0.3,68,-0.7,48,1641753.0,Chris Livingston,MIL,21.0,21.0,105.81,9.0,27.0,0.333,0.0,8.0,0.0,12.0,16.0,0.75,35.0,5.0,5.0,0.0,6.0,30.0,-29.0,0.15,0.441,0.333,89.6,102.2,-12.6,0.078,0.148,0.099,25.61,5.0
A.J. Lawson,TOR,-0.0 (69),0.7 (19),-0.7 (48),-0.0,69,0.7,19,-0.7,48,1630639.0,A.J. Lawson,TOR,24.0,26.0,486.41,80.0,190.0,0.421,33.0,101.0,0.327,43.0,63.0,0.683,86.0,31.0,13.0,6.0,15.0,236.0,-17.0,0.189,0.542,0.508,109.7,111.1,-1.4,0.093,0.08,0.082,31.71,18.7
Alondes Williams,DET,-0.6 (45),0.1 (48),-0.7 (47),-0.6,45,0.1,48,-0.7,47,1631214.0,Alondes Williams,LAC,26.0,1.0,3.716666666666667,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.286,1.25,1.25,171.4,85.7,85.7,0.333,0.0,0.4,1.22,3.7
PJ Dozier,MIN,-0.7 (41),0.0 (52),-0.7 (47),-0.7,41,0.0,52,-0.7,47,1628408.0,PJ Dozier,MIN,28.0,9.0,34.916666666666664,2.0,3.0,0.667,2.0,3.0,0.667,1.0,6.0,0.167,5.0,5.0,1.0,0.0,1.0,7.0,-4.0,0.082,0.621,1.0,98.8,107.8,-9.0,0.167,0.088,0.054,10.98,3.9
Nae'Qwan Tomlin,CLE,-0.9 (35),-0.2 (63),-0.7 (47),-0.9,35,-0.2,63,-0.7,47,1641772.0,Nae'Qwan Tomlin,CLE,24.0,5.0,63.4,13.0,32.0,0.406,2.0,10.0,0.2,8.0,11.0,0.727,21.0,2.0,0.0,1.0,2.0,36.0,7.0,0.23,0.489,0.438,96.4,92.0,4.4,0.053,0.131,0.096,6.1,12.7
Jahmir Young,MIA,-0.2 (63),0.5 (26),-0.7 (47),-0.2,63,0.5,26,-0.7,47,1642443.0,Jahmir Young,CHI,24.0,6.0,29.666666666666668,4.0,5.0,0.8,1.0,2.0,0.5,2.0,2.0,1.0,3.0,6.0,0.0,0.0,1.0,11.0,-7.0,0.092,0.935,0.9,110.0,123.5,-13.5,0.231,0.052,0.1,7.32,4.9
Terence Davis,SAC,-0.6 (45),0.1 (46),-0.7 (47),-0.6,45,0.1,46,-0.7,47,1629056.0,Terence Davis,SAC,28.0,1.0,7.883333333333334,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.111,0.0,0.0,86.7,106.7,-20.0,0.167,0.059,0.0,1.22,7.9
DaRon Holmes II,DEN,-0.3 (58),0.4 (30),-0.7 (47),-0.3,58,0.4,30,-0.7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamir Watkins,WAS,-1.2 (24),-0.5 (76),-0.7 (47),-1.2,24,-0.5,76,-0.7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javon Small,MEM,-0.3 (57),0.4 (30),-0.7 (46),-0.3,57,0.4,30,-0.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochai Agbaji,TOR,-1.3 (22),-0.6 (80),-0.7 (46),-1.3,22,-0.6,80,-0.7,46,1630534.0,Ochai Agbaji,TOR,25.0,64.0,1738.67,266.0,534.0,0.498,101.0,253.0,0.399,34.0,48.0,0.708,242.0,98.0,58.0,30.0,54.0,667.0,-214.0,0.144,0.601,0.593,106.4,112.2,-5.7,0.081,0.066,0.081,78.05,27.2
Santi Aldama,MEM,0.4 (79),1.1 (10),-0.7 (46),0.4,79,1.1,10,-0.7,46,1630583.0,Santi Aldama,MEM,24.0,65.0,1659.6483333333333,313.0,648.0,0.483,120.0,326.0,0.368,65.0,94.0,0.691,416.0,188.0,52.0,29.0,71.0,811.0,149.0,0.179,0.588,0.576,116.1,112.6,3.5,0.149,0.116,0.121,79.27,25.5
Chris Youngblood,OKC,-0.8 (38),-0.1 (58),-0.7 (46),-0.8,38,-0.1,58,-0.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Richard,GSW,-1.3 (21),-0.6 (78),-0.7 (46),-1.3,21,-0.6,78,-0.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Cisse,DAL,-0.8 (38),-0.1 (58),-0.7 (46),-0.8,38,-0.1,58,-0.7,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,SAC,0.6 (83),1.4 (6),-0.8 (45),0.6,83,1.4,6,-0.8,45,201942.0,DeMar DeRozan,SAC,35.0,77.0,2767.615,624.0,1308.0,0.477,84.0,256.0,0.328,378.0,441.0,0.857,298.0,342.0,62.0,32.0,105.0,1710.0,110.0,0.244,0.569,0.509,116.8,115.3,1.5,0.182,0.054,0.112,93.9,35.9
Kris Murray,POR,-1.7 (13),-0.9 (86),-0.8 (45),-1.7,13,-0.9,86,-0.8,45,1631200.0,Kris Murray,POR,24.0,69.0,1040.3866666666668,117.0,279.0,0.419,27.0,120.0,0.225,26.0,57.0,0.456,182.0,68.0,35.0,17.0,43.0,287.0,-50.0,0.133,0.472,0.468,106.0,107.8,-1.8,0.09,0.081,0.061,84.15,15.1
Scoot Henderson,POR,0.6 (83),1.4 (5),-0.8 (45),0.6,83,1.4,5,-0.8,45,1630703.0,Scoot Henderson,POR,21.0,66.0,1759.0716666666667,287.0,685.0,0.419,105.0,297.0,0.354,158.0,206.0,0.767,198.0,335.0,68.0,13.0,177.0,837.0,-38.0,0.22,0.54,0.496,112.5,113.7,-1.3,0.274,0.054,0.084,80.49,26.7
Kevin Porter Jr.,MIL,-1.4 (19),-0.6 (78),-0.8 (45),-1.4,19,-0.6,78,-0.8,45,1629645.0,Kevin Porter Jr.,MIL,25.0,75.0,1482.02,293.0,652.0,0.449,55.0,177.0,0.311,130.0,169.0,0.769,278.0,256.0,81.0,13.0,136.0,771.0,27.0,0.248,0.531,0.492,109.1,108.0,1.1,0.276,0.092,0.119,91.46,19.8
Andrew Nembhard,IND,-0.9 (37),-0.1 (62),-0.8 (45),-0.9,37,-0.1,62,-0.8,45,1629614.0,Andrew Nembhard,IND,25.0,65.0,1880.67,247.0,539.0,0.458,51.0,175.0,0.291,108.0,136.0,0.794,216.0,326.0,79.0,11.0,112.0,653.0,204.0,0.163,0.545,0.506,115.5,110.2,5.3,0.225,0.057,0.081,79.27,28.9
Cam Thomas,BKN,1.3 (91),2.1 (2),-0.8 (45),1.3,91,2.1,2,-0.8,45,1630560.0,Cam Thomas,BKN,23.0,25.0,781.1566666666666,199.0,454.0,0.438,68.0,195.0,0.349,133.0,151.0,0.881,83.0,94.0,15.0,2.0,62.0,599.0,-92.0,0.328,0.575,0.513,114.9,120.6,-5.7,0.217,0.054,0.122,30.49,31.2
JT Thor,WAS,-1.0 (34),-0.2 (66),-0.8 (45),-1.0,34,-0.2,66,-0.8,45,1630550.0,JT Thor,WAS,22.0,20.0,249.31666666666666,25.0,59.0,0.424,6.0,21.0,0.286,15.0,22.0,0.682,48.0,6.0,8.0,9.0,9.0,71.0,-96.0,0.132,0.517,0.475,95.3,115.3,-20.0,0.04,0.085,0.065,24.39,12.5
Eric Gordon,PHI,-0.5 (51),0.3 (39),-0.8 (44),-0.5,51,0.3,39,-0.8,44,201569.0,Eric Gordon,PHI,36.0,39.0,768.4916666666667,87.0,204.0,0.426,56.0,137.0,0.409,36.0,48.0,0.75,46.0,65.0,26.0,12.0,28.0,266.0,-72.0,0.14,0.591,0.564,111.0,116.4,-5.4,0.118,0.031,0.067,47.56,19.7
Jamaree Bouyea,PHX,-1.1 (29),-0.3 (69),-0.8 (44),-1.1,29,-0.3,69,-0.8,44,1631123.0,Jamaree Bouyea,MIL,26.0,5.0,61.7,6.0,12.0,0.5,1.0,5.0,0.2,4.0,6.0,0.667,5.0,10.0,4.0,2.0,8.0,17.0,2.0,0.163,0.581,0.542,118.5,117.8,0.6,0.213,0.041,0.067,6.1,12.3
Gary Harris,MIL,-0.9 (37),-0.1 (60),-0.8 (44),-0.9,37,-0.1,60,-0.8,44,203914.0,Gary Harris,ORL,30.0,48.0,710.71,51.0,133.0,0.383,36.0,101.0,0.356,7.0,12.0,0.583,64.0,30.0,26.0,12.0,17.0,145.0,86.0,0.09,0.524,0.519,110.4,103.2,7.2,0.058,0.044,0.043,58.54,14.8
Daniel Theis,NOP,-0.4 (55),0.4 (32),-0.8 (44),-0.4,55,0.4,32,-0.8,44,1628464.0,Daniel Theis,NOP,33.0,38.0,621.2416666666667,61.0,129.0,0.473,9.0,37.0,0.243,31.0,37.0,0.838,164.0,60.0,18.0,20.0,25.0,162.0,-61.0,0.111,0.558,0.508,109.3,115.2,-5.9,0.131,0.122,0.081,46.34,16.3
Braxton Key,GSW,-0.8 (40),0.0 (54),-0.8 (44),-0.8,40,0.0,54,-0.8,44,1630296.0,Braxton Key,GSW,28.0,3.0,10.825,0.0,4.0,0.0,0.0,1.0,0.0,3.0,6.0,0.5,2.0,0.0,2.0,0.0,1.0,3.0,-8.0,0.222,0.226,0.0,90.0,120.7,-30.7,0.0,0.105,-0.026,3.66,3.6
Jordan Miller,LAC,-0.6 (46),0.2 (43),-0.8 (44),-0.6,46,0.2,43,-0.8,44,1641757.0,Jordan Miller,LAC,25.0,37.0,420.31,58.0,134.0,0.433,8.0,38.0,0.211,28.0,35.0,0.8,58.0,34.0,17.0,5.0,26.0,152.0,-63.0,0.175,0.509,0.463,103.8,109.8,-6.0,0.124,0.068,0.07,45.12,11.4
Lester Quinones,NOP,-0.6 (46),0.2 (43),-0.8 (43),-0.6,46,0.2,43,-0.8,43,1631311.0,Lester Quinones,NOP,24.0,13.0,183.36666666666667,31.0,78.0,0.397,13.0,44.0,0.295,11.0,13.0,0.846,19.0,24.0,3.0,2.0,14.0,86.0,-26.0,0.213,0.514,0.481,104.5,110.4,-5.9,0.198,0.048,0.065,15.85,14.1
Brandon Williams,DAL,-0.3 (58),0.5 (26),-0.8 (43),-0.3,58,0.5,26,-0.8,43,1630314.0,Brandon Williams,DAL,25.0,33.0,487.13,98.0,188.0,0.521,24.0,60.0,0.4,55.0,66.0,0.833,58.0,76.0,24.0,5.0,39.0,275.0,10.0,0.218,0.634,0.585,109.5,108.8,0.7,0.228,0.059,0.119,40.24,14.8
Trey Alexander,NOP,-0.9 (36),-0.1 (59),-0.8 (43),-0.9,36,-0.1,59,-0.8,43,1641725.0,Trey Alexander,DEN,22.0,24.0,117.22166666666666,13.0,41.0,0.317,3.0,17.0,0.176,3.0,4.0,0.75,12.0,11.0,2.0,1.0,5.0,32.0,-25.0,0.165,0.374,0.354,94.2,105.1,-10.9,0.136,0.047,0.029,29.27,4.9
Skal Labissiere,SAC,-0.6 (45),0.2 (41),-0.8 (43),-0.6,45,0.2,41,-0.8,43,1627746.0,Skal Labissiere,SAC,29.0,4.0,11.96,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,-1.0,0.129,0.625,0.625,114.8,128.0,-13.2,0.125,0.143,0.092,4.88,3.0
Emanuel Miller,CHI,-0.5 (49),0.3 (35),-0.8 (43),-0.5,49,0.3,35,-0.8,43,1641801.0,Emanuel Miller,CHI,25.0,6.0,24.733333333333334,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,8.0,2.0,1.0,0.0,0.0,10.0,-8.0,0.143,0.563,0.5,120.4,130.4,-10.0,0.105,0.151,0.092,7.32,4.1
Koby Brea,PHX,-0.6 (44),0.2 (40),-0.8 (43),-0.6,44,0.2,40,-0.8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Washington,DAL,-1.4 (20),-0.5 (77),-0.9 (43),-1.4,20,-0.5,77,-0.9,43,1629023.0,P.J. Washington,DAL,26.0,57.0,1834.8583333333333,301.0,665.0,0.453,91.0,239.0,0.381,143.0,198.0,0.722,442.0,131.0,63.0,60.0,118.0,836.0,49.0,0.198,0.556,0.521,114.2,113.2,1.1,0.098,0.115,0.097,69.51,32.2
LeBron James,LAL,-0.2 (65),0.7 (20),-0.9 (42),-0.2,65,0.7,20,-0.9,42,2544.0,LeBron James,LAL,40.0,70.0,2444.4466666666667,651.0,1270.0,0.513,149.0,396.0,0.376,259.0,331.0,0.782,546.0,575.0,70.0,39.0,260.0,1710.0,-54.0,0.291,0.604,0.571,112.7,114.0,-1.3,0.395,0.112,0.169,85.37,34.9
Sidy Cissoko,POR,-2.0 (8),-1.1 (90),-0.9 (42),-2.0,8,-1.1,90,-0.9,42,1631321.0,Sidy Cissoko,POR,21.0,22.0,114.46333333333334,13.0,30.0,0.433,3.0,13.0,0.231,3.0,9.0,0.333,21.0,15.0,2.0,1.0,11.0,32.0,8.0,0.156,0.471,0.483,91.2,89.0,2.1,0.197,0.085,0.057,26.83,5.2
Noah Clowney,BKN,-0.3 (59),0.6 (22),-0.9 (42),-0.3,59,0.6,22,-0.9,42,1641730.0,Noah Clowney,BKN,20.0,46.0,1042.2866666666666,133.0,372.0,0.358,87.0,261.0,0.333,67.0,80.0,0.838,181.0,40.0,24.0,21.0,46.0,420.0,-261.0,0.185,0.516,0.474,103.0,115.2,-12.3,0.063,0.084,0.061,56.1,22.7
Quincy Olivari,LAL,-0.6 (45),0.3 (36),-0.9 (42),-0.6,45,0.3,36,-0.9,42,1642439.0,Quincy Olivari,LAL,24.0,2.0,10.3,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-18.0,0.231,0.3,0.3,68.2,150.0,-81.8,0.2,0.0,-0.022,2.44,5.2
Hunter Dickinson,NOP,-0.7 (41),0.2 (40),-0.9 (42),-0.7,41,0.2,40,-0.9,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royce O'Neale,PHX,-0.9 (37),-0.0 (56),-0.9 (42),-0.9,37,-0.0,56,-0.9,42,1626220.0,Royce O'Neale,PHX,32.0,75.0,1836.8733333333332,241.0,570.0,0.423,179.0,441.0,0.406,19.0,26.0,0.731,349.0,163.0,67.0,33.0,65.0,680.0,-155.0,0.151,0.585,0.58,112.1,116.4,-4.2,0.128,0.094,0.085,91.46,24.5
Jaden Springer,UTA,-0.8 (40),0.1 (49),-0.9 (41),-0.8,40,0.1,49,-0.9,41,1630531.0,Jaden Springer,UTA,22.0,43.0,365.175,35.0,90.0,0.389,12.0,48.0,0.25,27.0,38.0,0.711,58.0,33.0,24.0,4.0,16.0,109.0,-32.0,0.139,0.511,0.456,105.6,108.9,-3.3,0.13,0.076,0.063,52.44,8.5
Blake Wesley,POR,-0.5 (50),0.4 (32),-0.9 (41),-0.5,50,0.4,32,-0.9,41,1631104.0,Blake Wesley,SAS,22.0,58.0,683.1066666666667,81.0,186.0,0.435,17.0,58.0,0.293,38.0,61.0,0.623,61.0,114.0,37.0,6.0,54.0,217.0,-9.0,0.165,0.51,0.481,110.2,109.7,0.5,0.225,0.044,0.066,70.73,11.8
Adem Bona,PHI,-1.0 (32),-0.1 (60),-0.9 (41),-1.0,32,-0.1,60,-0.9,41,1641737.0,Adem Bona,PHI,22.0,58.0,904.55,135.0,192.0,0.703,0.0,1.0,0.0,67.0,100.0,0.67,245.0,27.0,26.0,69.0,61.0,337.0,-112.0,0.135,0.714,0.703,107.4,114.0,-6.6,0.043,0.13,0.093,70.73,15.6
Kyle Filipowski,UTA,-0.1 (66),0.8 (15),-0.9 (41),-0.1,66,0.8,15,-0.9,41,1642271.0,Kyle Filipowski,UTA,21.0,72.0,1521.54,260.0,518.0,0.502,77.0,220.0,0.35,93.0,143.0,0.65,440.0,140.0,48.0,22.0,102.0,690.0,-366.0,0.184,0.594,0.576,107.7,118.9,-11.3,0.14,0.14,0.103,87.8,21.1
Kai Jones,DAL,-0.8 (39),0.1 (47),-0.9 (41),-0.8,39,0.1,47,-0.9,41,1630539.0,Kai Jones,DAL,24.0,40.0,468.37,87.0,109.0,0.798,1.0,5.0,0.2,23.0,32.0,0.719,125.0,25.0,15.0,23.0,18.0,198.0,-21.0,0.128,0.804,0.803,107.0,109.2,-2.3,0.08,0.133,0.131,48.78,11.7
Alex Ducas,OKC,-0.8 (39),0.1 (47),-0.9 (41),-0.8,39,0.1,47,-0.9,41,1642505.0,Alex Ducas,OKC,24.0,21.0,125.34166666666667,12.0,30.0,0.4,10.0,21.0,0.476,2.0,2.0,1.0,26.0,5.0,5.0,0.0,4.0,36.0,-22.0,0.115,0.583,0.567,99.6,106.3,-6.7,0.058,0.088,0.065,25.61,6.0
Sharife Cooper,WAS,-0.8 (38),0.1 (45),-0.9 (41),-0.8,38,0.1,45,-0.9,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahmyl Telfort,LAC,-1.0 (31),-0.1 (57),-0.9 (40),-1.0,31,-0.1,57,-0.9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Collins,CHI,-1.1 (30),-0.2 (65),-0.9 (40),-1.1,30,-0.2,65,-0.9,40,1628380.0,Zach Collins,CHI,27.0,64.0,977.06,153.0,302.0,0.507,32.0,106.0,0.302,69.0,78.0,0.885,288.0,111.0,29.0,29.0,60.0,407.0,-29.0,0.166,0.605,0.56,109.4,109.9,-0.4,0.162,0.136,0.106,78.05,15.3
Thanasis Antetokounmpo,MIL,-1.1 (29),-0.2 (65),-0.9 (40),-1.1,29,-0.2,65,-0.9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Toppin,ATL,-1.1 (28),-0.2 (64),-0.9 (40),-1.1,28,-0.2,64,-0.9,40,1631210.0,Jacob Toppin,ATL,25.0,17.0,75.15,9.0,22.0,0.409,5.0,10.0,0.5,0.0,0.0,0.0,15.0,6.0,2.0,0.0,3.0,23.0,-25.0,0.14,0.523,0.523,89.9,104.4,-14.5,0.133,0.097,0.09,20.73,4.4
