Player,Team,Offense,Defense,Total,Offense_value,Offense_percentile,Defense(*)_value,Defense(*)_percentile,Total_value,Total_percentile,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,PLUS_MINUS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,REB_PCT,PIE,ATTENDANCE_RATE,MPG
Terry Rozier,MIA,-2.1 (8),0.8 (16),-2.9 (5),-2.1,8,0.8,16,-2.9,5,1626179.0,Terry Rozier,MIA,31.0,64.0,1658.22,248.0,635.0,0.391,91.0,308.0,0.295,92.0,108.0,0.852,238.0,167.0,37.0,14.0,78.0,679.0,-141.0,0.195,0.497,0.462,107.3,112.3,-4.9,0.152,0.068,0.078,78.05,25.9
Bruce Brown,DEN,-1.4 (20),1.6 (3),-3.0 (5),-1.4,20,1.6,3,-3.0,5,1628971.0,Bruce Brown,NOP,28.0,41.0,921.53,130.0,309.0,0.421,27.0,81.0,0.333,53.0,65.0,0.815,164.0,84.0,34.0,10.0,39.0,340.0,-226.0,0.169,0.504,0.464,104.8,116.8,-11.9,0.133,0.085,0.078,50.0,22.5
Jae Crowder,SAC,-2.5 (3),0.5 (30),-3.0 (5),-2.5,3,0.5,30,-3.0,5,203109.0,Jae Crowder,SAC,34.0,9.0,102.76166666666667,7.0,22.0,0.318,4.0,15.0,0.267,5.0,6.0,0.833,20.0,6.0,3.0,0.0,4.0,23.0,-18.0,0.113,0.467,0.409,101.9,109.2,-7.4,0.077,0.093,0.048,10.98,11.4
Doug McDermott,SAC,-1.1 (30),1.9 (2),-3.0 (5),-1.1,30,1.9,2,-3.0,5,203926.0,Doug McDermott,SAC,33.0,42.0,341.65166666666664,50.0,117.0,0.427,44.0,101.0,0.436,3.0,5.0,0.6,22.0,7.0,4.0,2.0,6.0,147.0,27.0,0.15,0.617,0.615,111.5,109.9,1.6,0.028,0.031,0.051,51.22,8.1
Garrett Temple,TOR,-2.5 (3),0.5 (27),-3.0 (5),-2.5,3,0.5,27,-3.0,5,202066.0,Garrett Temple,TOR,39.0,28.0,226.76833333333335,18.0,60.0,0.3,6.0,28.0,0.214,11.0,12.0,0.917,29.0,31.0,17.0,2.0,10.0,53.0,-28.0,0.129,0.406,0.35,106.6,111.1,-4.5,0.171,0.061,0.051,34.15,8.1
Ace Bailey,UTA,-0.9 (35),2.1 (1),-3.0 (4),-0.9,35,2.1,1,-3.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Green,HOU,-1.4 (20),1.7 (2),-3.1 (4),-1.4,20,1.7,2,-3.1,4,201145.0,Jeff Green,HOU,38.0,32.0,396.44666666666666,61.0,121.0,0.504,29.0,79.0,0.367,21.0,26.0,0.808,58.0,20.0,6.0,4.0,9.0,172.0,-38.0,0.144,0.649,0.624,112.2,116.1,-3.9,0.068,0.065,0.085,39.02,12.4
Jonathan Mogbo,TOR,-2.8 (1),0.3 (36),-3.1 (4),-2.8,1,0.3,36,-3.1,4,1642367.0,Jonathan Mogbo,TOR,23.0,63.0,1285.655,156.0,356.0,0.438,17.0,70.0,0.243,60.0,82.0,0.732,311.0,146.0,55.0,34.0,70.0,389.0,-241.0,0.145,0.496,0.462,103.7,111.9,-8.2,0.16,0.114,0.083,76.83,20.4
James Wiseman,IND,-1.6 (16),1.5 (4),-3.1 (4),-1.6,16,1.5,4,-3.1,4,1630164.0,James Wiseman,IND,24.0,1.0,4.633333333333334,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,-4.0,0.455,0.615,0.5,118.2,141.7,-23.5,0.0,0.125,0.156,1.22,4.6
Jordan Hawkins,NOP,-1.5 (18),1.6 (3),-3.1 (4),-1.5,18,1.6,3,-3.1,4,1641722.0,Jordan Hawkins,NOP,23.0,56.0,1320.5,207.0,556.0,0.372,110.0,332.0,0.331,80.0,98.0,0.816,158.0,66.0,30.0,23.0,58.0,604.0,-317.0,0.204,0.504,0.471,106.6,118.1,-11.4,0.076,0.056,0.066,68.29,23.6
Brice Sensabaugh,UTA,-0.5 (50),2.6 (0),-3.1 (4),-0.5,50,2.6,0,-3.1,4,1641729.0,Brice Sensabaugh,UTA,21.0,71.0,1431.9216666666666,275.0,599.0,0.459,157.0,372.0,0.422,65.0,73.0,0.89,210.0,110.0,46.0,8.0,107.0,772.0,-285.0,0.208,0.612,0.59,109.9,119.5,-9.6,0.117,0.069,0.087,86.59,20.2
Keyonte George,UTA,0.1 (72),3.3 (0),-3.2 (4),0.1,72,3.3,0,-3.2,4,1641718.0,Keyonte George,UTA,21.0,67.0,2108.475,359.0,919.0,0.391,174.0,507.0,0.343,233.0,285.0,0.818,253.0,377.0,46.0,9.0,183.0,1125.0,-512.0,0.237,0.539,0.485,110.1,122.0,-11.9,0.272,0.058,0.093,81.71,31.5
Taj Gibson,CHA,-3.4 (0),-0.2 (64),-3.2 (3),-3.4,0,-0.2,64,-3.2,3,201959.0,Taj Gibson,CHA,40.0,37.0,408.85,47.0,95.0,0.495,1.0,2.0,0.5,12.0,20.0,0.6,120.0,21.0,9.0,18.0,25.0,107.0,-124.0,0.132,0.515,0.5,96.6,110.4,-13.8,0.081,0.133,0.068,45.12,11.0
Bradley Beal,LAC,-1.8 (11),1.5 (4),-3.3 (3),-1.8,11,1.5,4,-3.3,3,203078.0,Bradley Beal,PHX,32.0,53.0,1702.1916666666666,345.0,694.0,0.497,102.0,264.0,0.386,110.0,137.0,0.803,177.0,195.0,58.0,28.0,99.0,902.0,-273.0,0.219,0.598,0.571,110.6,118.6,-8.0,0.177,0.054,0.093,64.63,32.1
Rayan Rupert,POR,-2.8 (2),0.5 (27),-3.3 (3),-2.8,2,0.5,27,-3.3,3,1641712.0,Rayan Rupert,POR,21.0,52.0,459.5416666666667,58.0,142.0,0.408,16.0,59.0,0.271,23.0,30.0,0.767,70.0,25.0,16.0,4.0,30.0,155.0,-86.0,0.156,0.499,0.465,100.6,109.8,-9.2,0.083,0.071,0.055,63.41,8.8
Brooks Barnhizer,OKC,-2.8 (1),0.5 (25),-3.3 (3),-2.8,1,0.5,25,-3.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier-Maxence Prosper,MEM,-2.9 (1),0.5 (29),-3.4 (3),-2.9,1,0.5,29,-3.4,3,1641765.0,Olivier-Maxence Prosper,DAL,22.0,52.0,584.07,70.0,174.0,0.402,12.0,51.0,0.235,49.0,76.0,0.645,126.0,40.0,26.0,6.0,14.0,201.0,-104.0,0.158,0.484,0.437,101.8,109.5,-7.7,0.101,0.103,0.082,63.41,11.2
Bojan Bogdanović,BKN,-2.0 (8),1.4 (5),-3.4 (3),-2.0,8,1.4,5,-3.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Vukcevic,WAS,-2.4 (4),1.0 (12),-3.4 (2),-2.4,4,1.0,12,-3.4,2,1641774.0,Tristan Vukcevic,WAS,22.0,35.0,512.51,120.0,242.0,0.496,38.0,102.0,0.373,52.0,67.0,0.776,130.0,39.0,11.0,23.0,42.0,330.0,-125.0,0.252,0.608,0.574,102.6,114.3,-11.7,0.136,0.116,0.127,42.68,14.6
Nigel Hayes-Davis,PHX,-2.9 (1),0.5 (25),-3.4 (2),-2.9,1,0.5,25,-3.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Richards,PHX,-1.2 (26),2.2 (1),-3.4 (2),-1.2,26,2.2,1,-3.4,2,1630208.0,Nick Richards,PHX,27.0,57.0,1256.2233333333334,205.0,347.0,0.591,0.0,2.0,0.0,119.0,160.0,0.744,466.0,49.0,14.0,55.0,81.0,529.0,-235.0,0.169,0.634,0.591,112.3,120.9,-8.7,0.058,0.181,0.107,69.51,22.0
Kobe Brown,LAC,-2.2 (6),1.2 (8),-3.4 (2),-2.2,6,1.2,8,-3.4,2,1641738.0,Kobe Brown,LAC,25.0,40.0,272.22,33.0,72.0,0.458,6.0,26.0,0.231,5.0,7.0,0.714,65.0,24.0,7.0,4.0,12.0,77.0,-53.0,0.134,0.513,0.5,105.9,114.7,-8.7,0.137,0.122,0.083,48.78,6.8
Tyrese Martin,BKN,-2.1 (7),1.3 (6),-3.4 (2),-2.1,7,1.3,6,-3.4,2,1631213.0,Tyrese Martin,BKN,26.0,60.0,1315.32,189.0,465.0,0.406,99.0,282.0,0.351,46.0,58.0,0.793,219.0,122.0,34.0,9.0,74.0,523.0,-258.0,0.179,0.533,0.513,103.2,113.4,-10.2,0.15,0.083,0.084,73.17,21.9
Jericho Sims,MIL,-3.4 (0),0.1 (49),-3.5 (2),-3.4,0,0.1,49,-3.5,2,1630579.0,Jericho Sims,MIL,26.0,53.0,631.245,45.0,71.0,0.634,0.0,0.0,0.0,8.0,13.0,0.615,197.0,33.0,10.0,19.0,33.0,98.0,25.0,0.074,0.639,0.634,111.5,109.1,2.4,0.068,0.156,0.07,64.63,11.9
Drake Powell,BKN,-2.8 (1),0.8 (14),-3.6 (2),-2.8,1,0.8,14,-3.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ Simpson,CHA,-2.3 (5),1.4 (5),-3.7 (1),-2.3,5,1.4,5,-3.7,1,1642354.0,KJ Simpson,CHA,22.0,36.0,842.0833333333334,104.0,301.0,0.346,33.0,130.0,0.254,41.0,50.0,0.82,109.0,112.0,34.0,6.0,56.0,282.0,-278.0,0.188,0.437,0.4,101.0,116.4,-15.4,0.21,0.06,0.06,43.9,23.4
Nic Claxton,BKN,-3.0 (0),0.7 (20),-3.7 (1),-3.0,0,0.7,20,-3.7,1,1629651.0,Nic Claxton,BKN,26.0,70.0,1881.7316666666666,320.0,568.0,0.563,5.0,21.0,0.238,79.0,154.0,0.513,515.0,157.0,62.0,100.0,87.0,724.0,-497.0,0.166,0.569,0.568,103.6,116.2,-12.6,0.14,0.137,0.115,85.37,26.9
Maxime Raynaud,SAC,-2.4 (4),1.5 (4),-3.9 (1),-2.4,4,1.5,4,-3.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Kuzma,MIL,-2.7 (2),1.2 (9),-3.9 (1),-2.7,2,1.2,9,-3.9,1,1628398.0,Kyle Kuzma,MIL,29.0,65.0,1936.415,370.0,848.0,0.436,96.0,313.0,0.307,128.0,202.0,0.634,370.0,152.0,36.0,19.0,146.0,964.0,-419.0,0.233,0.514,0.493,105.8,116.1,-10.3,0.123,0.091,0.08,79.27,29.8
Russell Westbrook,SAC,-1.9 (10),2.2 (1),-4.1 (1),-1.9,10,2.2,1,-4.1,1,201566.0,Russell Westbrook,DEN,36.0,75.0,2092.2916666666665,373.0,831.0,0.449,94.0,291.0,0.323,154.0,233.0,0.661,370.0,457.0,106.0,37.0,242.0,994.0,-24.0,0.23,0.532,0.505,115.7,116.2,-0.6,0.289,0.086,0.093,91.46,27.9
Jarace Walker,IND,-3.5 (0),0.8 (15),-4.3 (1),-3.5,0,0.8,15,-4.3,1,1641716.0,Jarace Walker,IND,21.0,75.0,1186.62,170.0,360.0,0.472,75.0,185.0,0.405,46.0,69.0,0.667,229.0,110.0,54.0,25.0,78.0,461.0,-146.0,0.165,0.59,0.576,107.0,112.1,-5.0,0.129,0.098,0.087,91.46,15.8
Cody Williams,UTA,-2.4 (4),1.9 (2),-4.3 (0),-2.4,4,1.9,2,-4.3,0,1642262.0,Cody Williams,UTA,20.0,50.0,1059.6116666666667,83.0,257.0,0.323,35.0,135.0,0.259,29.0,40.0,0.725,113.0,59.0,23.0,16.0,44.0,230.0,-339.0,0.122,0.419,0.391,103.0,118.5,-15.5,0.078,0.049,0.021,60.98,21.2
Nick Smith Jr.,LAL,-2.8 (2),1.6 (3),-4.4 (0),-2.8,2,1.6,3,-4.4,0,1641733.0,Nick Smith Jr.,CHA,21.0,60.0,1368.7466666666667,222.0,568.0,0.391,104.0,306.0,0.34,43.0,46.0,0.935,128.0,145.0,17.0,6.0,82.0,591.0,-398.0,0.205,0.502,0.482,102.1,116.4,-14.3,0.169,0.043,0.064,73.17,22.8
Justin Edwards,PHI,-0.7 (41),3.8 (0),-4.5 (0),-0.7,41,3.8,0,-4.5,0,1642348.0,Justin Edwards,PHI,21.0,44.0,1154.72,172.0,378.0,0.455,69.0,190.0,0.363,32.0,46.0,0.696,148.0,69.0,45.0,16.0,49.0,445.0,-280.0,0.165,0.559,0.546,111.6,123.2,-11.6,0.084,0.065,0.062,53.66,26.2
Will Riley,WAS,-3.5 (0),1.0 (11),-4.5 (0),-3.5,0,1.0,11,-4.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Fears,NOP,-2.2 (6),2.5 (0),-4.7 (0),-2.2,6,2.5,0,-4.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Collier,UTA,-2.1 (8),2.8 (0),-4.9 (0),-2.1,8,2.8,0,-4.9,0,1642268.0,Isaiah Collier,UTA,20.0,71.0,1839.1066666666666,234.0,555.0,0.422,42.0,169.0,0.249,105.0,154.0,0.682,235.0,446.0,66.0,16.0,208.0,615.0,-403.0,0.186,0.494,0.459,108.3,118.6,-10.4,0.342,0.061,0.077,86.59,25.9
Carlton Carrington,WAS,-2.7 (2),2.5 (0),-5.2 (0),-2.7,2,2.5,0,-5.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
